token_id,split,token_audio_path,target_tone_proxy,target_tone_proxy_source,predicted_tone,model_candidate,model_score_type,decision_score_T1,decision_score_T2,decision_score_T3,decision_score_T4,top1_margin,runner_up_tone,context_status,boundary_provenance,pitch_provenance,source_audio_path,source_audio_status,previous_lexical_tone,following_lexical_tone,sandhi_context,annotation_status,gold_status,auto_promotion_prohibited,human_perceived_tone,human_correctness,reviewer_id,reviewed_at,adjudicator_id,adjudication_status,review_notes,queue_reasons,priority_band
00204129_03,train,benchmark_token_segments/00204129_03.wav,T3,human_correct_prompt_proxy,T1,wav2vec_mean;C=0.03,uncalibrated_linear_svm_margin,-0.14631908893625795,-0.8039773569481423,-1.0422738608709934,-0.47408645657692555,0.32776737,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203829_03,train,benchmark_token_segments/00203829_03.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.4429781504645283,-1.3794168404848435,0.0033124792953971305,0.33239584380669573,0.32908336,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202928_07,train,benchmark_token_segments/00202928_07.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.9668396576536817,0.09381857180680386,-0.7278652762357416,-0.24259312658525634,0.3364117,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204228_07,train,benchmark_token_segments/00204228_07.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7518948799846404,-0.13078603275557976,-0.9187414277962206,-0.4754477609482915,0.34466173,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201614_00,train,benchmark_token_segments/00201614_00.wav,T3,human_correct_prompt_proxy,T4,wav2vec_mean;C=0.03,uncalibrated_linear_svm_margin,-1.0161177041437255,-1.5364107539665284,-0.16262598098245784,0.18613943025940355,0.34876541,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201620_08,train,benchmark_token_segments/00201620_08.wav,T3,human_correct_prompt_proxy,T4,wav2vec_mean;C=0.03,uncalibrated_linear_svm_margin,-0.9330161534264779,-0.6477505384232982,-0.4850875051663588,-0.13362993115015215,0.35145757,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204628_07,train,benchmark_token_segments/00204628_07.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.035675537211505,0.4702781070463765,0.11166247191825063,-2.2852063408703547,0.35861564,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201820_00,train,benchmark_token_segments/00201820_00.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.9483022133575969,-0.613647415813939,-0.6886771453149166,-0.211921059032315,0.40172636,T2,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201120_00,train,benchmark_token_segments/00201120_00.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.3872298037336406,0.21326208622360776,-0.19158231105342993,-0.6182914802361317,0.4048444,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204108_04,train,benchmark_token_segments/00204108_04.wav,T3,human_correct_prompt_proxy,T4,wav2vec_mean;C=0.03,uncalibrated_linear_svm_margin,-0.44888214795569603,-0.5918926893741262,-1.1872089807129207,-0.03962897597681608,0.40925317,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204428_04,train,benchmark_token_segments/00204428_04.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.388472036465922,-0.5442327660858144,-0.34107736850206105,0.07308142040976395,0.41415879,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204308_04,train,benchmark_token_segments/00204308_04.wav,T3,human_correct_prompt_proxy,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.05444193231548067,-0.9867462671354357,-1.727197454790861,-0.4746950503207932,0.42025312,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00200920_08,train,benchmark_token_segments/00200920_08.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.17992876236058725,0.24697729375209898,-0.6614268783362007,-1.5319687760777645,0.42690606,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203826_09,train,benchmark_token_segments/00203826_09.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.5824083302312242,-0.14035344051611542,-1.1982299734791089,0.28781908525928446,0.42817253,T2,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00200914_00,train,benchmark_token_segments/00200914_00.wav,T3,human_correct_prompt_proxy,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.19635361185044375,-1.0887116406089707,-0.2847234421387881,-0.9086995348172229,0.48107705,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203928_04,train,benchmark_token_segments/00203928_04.wav,T3,human_correct_prompt_proxy,T2,wav2vec_mean;C=0.03,uncalibrated_linear_svm_margin,-0.6680761623165296,-0.12392236854611549,-0.6070368129670335,-0.7107335397892567,0.48311444,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202926_09,train,benchmark_token_segments/00202926_09.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.2346190112018012,0.004152153644284895,-0.4852047578966364,-0.5645402030785526,0.48935691,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202214_00,train,benchmark_token_segments/00202214_00.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.09773557745445477,0.43149595268627017,-1.212834223662351,-1.7763655372299123,0.52923153,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203128_04,train,benchmark_token_segments/00203128_04.wav,T3,human_correct_prompt_proxy,T1,wav2vec_mean;C=0.03,uncalibrated_linear_svm_margin,0.3796814705687026,-1.6557095735808602,-1.8316736268328937,-0.15606643628792444,0.53574791,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204226_09,train,benchmark_token_segments/00204226_09.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.8483509959796249,-0.11308879752402057,-0.9219200408103015,-0.6518079487905764,0.53871915,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202408_04,train,benchmark_token_segments/00202408_04.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.6828130085209652,-1.3948439494773808,-0.3833653901522492,0.21683757046367003,0.60020296,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203429_08,train,benchmark_token_segments/00203429_08.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-3.1392571692574363,-0.6571197013759891,-0.011897101956385048,0.5970903320928801,0.60898743,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203811_08,train,benchmark_token_segments/00203811_08.wav,T3,human_correct_prompt_proxy,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.6456187712018484,-1.0293885785434638,-0.2861955924319135,0.3266718613282581,0.61286745,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204628_04,train,benchmark_token_segments/00204628_04.wav,T3,human_correct_prompt_proxy,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.08783690121801646,-1.5663889735608603,-1.2646726075165686,-0.5777011679501656,0.66553807,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202220_05,train,benchmark_token_segments/00202220_05.wav,T3,human_correct_prompt_proxy,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.3925076242537794,0.28278898556915055,-1.5126513697167892,-0.687280486333468,0.67529661,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
