token_id,speaker_id,human_correct,produced_tone_proxy,predicted_tone,nested_selected_candidate,score_type,decision_score_T1,decision_score_T2,decision_score_T3,decision_score_T4
00200520_01,02005,1,T1,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.2054216747176838,-1.0105924440152938,-0.15603338205167339,-0.3318529826837092
00200520_03,02005,1,T1,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.21867051072500787,-0.9439177805026007,0.7200133113026344,-0.9501391371665091
00200520_06,02005,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.2115550650273027,-1.0737074494022874,-1.7237609839945185,-0.24769145715772378
00200520_13,02005,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.15192792320948378,-1.9160066736946846,-2.363829247863286,-2.722070126713856
00200520_15,02005,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.5590069172569337,0.8729935000153977,-0.5814007598139528,-2.486703860360735
00200614_03,02006,1,T2,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-2.4221492176051727,-2.0968065939372025,1.2918724754924296,-1.2820340790495965
00200614_04,02006,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.72708553466421,-2.4798966377609997,-3.094743162795596,1.6757855831493607
00200614_06,02006,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7895559768788274,-0.5839916147062778,-1.0114225967538526,0.1319241201332983
00200614_08,02006,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,1.1971524817918042,-3.3841227757894927,-1.3124192222501607,-0.3268694526879645
00200617_01,02006,1,T4,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,2.1898112944362045,-2.935952524477103,-3.890837550224156,-1.1099000564853514
00200620_00,02006,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.005662899802276522,-2.320342067864216,0.20011224354961843,-0.5529287444128466
00200620_03,02006,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,1.3248759031602162,-1.6135306991539498,-1.4733692831278895,-4.34134660104436
00200620_13,02006,1,T1,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.10919177016202763,-2.4913144209323828,-0.09201215097609106,-0.03015876313928395
00200714_00,02007,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.031492016879826,-0.1897922291137637,0.30532302308892756,-1.142490285388595
00200714_01,02007,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.27432384073887506,-0.021457226114673378,-2.7455668564688662,-1.0117587870566345
00200714_03,02007,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-2.3569727808452043,1.1910477096510779,-0.007605007679639675,-3.360900367514051
00200714_04,02007,1,T4,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.28474374148803927,-0.296886772807722,-2.0498644312209136,-0.3581620198072412
00200714_06,02007,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.118155190373821,0.07128329053625038,-1.7837100529667804,0.2378338695208339
00200714_07,02007,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.250643075898615,-1.2262933054582972,-1.5518217055093935,0.02825335283616187
00200714_08,02007,1,T1,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.1967969630910965,0.21812939089741623,-1.4696196031148565,-1.1381367628732542
00200717_01,02007,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7744833301431902,-1.1396361298282507,-1.0613291794541475,0.6251832522337668
00200717_03,02007,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.827428812621584,0.777087608032837,-0.9646963851938223,-1.5358559557031544
00200720_00,02007,1,T3,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.870220224443613,1.4226045967158523,-0.07705375145854843,-1.6515676124977798
00200720_01,02007,1,T1,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.2816479808897484,1.4660136575724347,-1.473624592864367,-2.4401964329520403
00200720_05,02007,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.727543698267441,-0.17397563287144707,0.8204895822114605,-2.020309256407227
00200720_06,02007,1,T1,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.19436527142492277,-1.3235945849865136,-2.363016774256985,0.9484475030949242
00200720_08,02007,1,T3,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-2.9808239885428174,2.9461468377722593,2.2303435732176937,-5.2887975142870856
00200720_13,02007,1,T1,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.07316427691499816,-1.8624641892349427,-1.8672286079059726,0.8456246371163112
00200720_15,02007,1,T2,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.9756385368497933,-1.1960583802468983,-4.378280733318771,0.08788703155753913
00200914_00,02009,1,T3,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.3265876562840416,-1.2898968264801547,-0.3257767988649958,-0.7667717515492449
00200914_01,02009,1,T1,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.07383954631379952,-0.04945848672337638,-0.8200714204465293,-1.0409536045160712
00200914_03,02009,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.183875174122874,0.9696811002871503,0.15879519960957,-1.6836245261466993
00200914_04,02009,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.631533028532019,-1.291521311764869,-0.44839076674857403,0.4324905951053036
00200914_06,02009,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.21725557384748356,-1.2043735764564554,-3.601869076104342,1.2168006240469051
00200914_07,02009,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,1.4594732608257956,-0.4717699522463601,-3.9627611796432776,-1.1016100843135586
00200914_08,02009,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.45416735827076715,-1.4193489057104522,-0.6752723049374583,-0.6154179308103499
00200917_01,02009,1,T4,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.5782464490369915,0.09349168733887547,-2.9666848471159346,-1.1868564896738494
00200917_03,02009,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.28438499943039874,-0.08804016207848131,-1.152666063663616,-0.4658984132005945
00200920_00,02009,1,T3,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,1.3246969568731761,-2.14142056957015,1.188295018298667,-1.0331155632179234
00200920_01,02009,1,T1,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.423606498250464,0.7458512159518226,-1.6401769180287604,-0.4245069441999132
00200920_03,02009,1,T1,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.2335933160080232,-0.6194880961652124,-0.6241438139133901,-0.008720009006424834
00200920_05,02009,1,T3,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.6351380813857149,-0.850582104584451,0.2425294014104833,-0.6945751352792111
00200920_06,02009,1,T1,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.6123583960131873,-1.4118818527981758,-2.4214801937516235,2.611972037817399
00200920_08,02009,1,T3,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.0553098404884339,0.1394269143245188,-0.6652685629478953,-1.3412710218388766
00200920_13,02009,1,T1,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.3096806424129555,-1.8680078247387928,-1.276449690178228,-0.20130778886568296
00200920_15,02009,1,T2,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.4178146669183619,-1.8367685551552209,-0.2189747115653532,-1.852290425911719
00201014_00,02010,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-2.8247581846386223,-0.394112173594937,0.256268348767943,-0.5006335843735351
00201014_01,02010,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.2510683779595009,-0.8777529006889307,-2.223155021985603,-0.06200095595650734
00201014_03,02010,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7912832500473472,-0.23568333804203728,-1.0913973504476966,-0.6602352710122725
00201014_04,02010,1,T4,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7571352410392964,-0.29870740083878616,-0.18592585555026753,-0.7914627819689426
00201014_06,02010,1,T4,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.0369431292824665,0.6618741809574075,-0.7126017493949519,-0.9827793409126337
00201014_07,02010,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.5181050425825839,-1.48851437284802,-1.3198198593518997,-0.19576276954958188
00201017_01,02010,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.31999646075751476,-1.4944449370957613,-1.5230454212220033,0.5500863019060391
00201017_03,02010,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.8099217554544214,-0.04397480763007955,-0.0443922524891639,-1.1463852520558702
00201020_00,02010,1,T3,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.451555706799445,0.27539960474974834,-0.021751752133314928,-0.8675672121874334
00201020_01,02010,1,T1,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.4960550434728366,-0.791165548433356,-0.589467555745941,-0.46855652495457684
00201020_03,02010,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,1.2471834334957896,-2.3587195234468634,-1.8734656982049014,-0.2063392225152733
00201020_05,02010,1,T3,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-2.4773326903104524,2.107941844760962,-0.6314928388918012,-2.272044070348491
00201020_06,02010,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.4282101972405563,-1.018983130201576,-1.746068293845903,-0.165896369346765
00201020_08,02010,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,0.3325436313394443,-0.7940737070491563,1.036961120567998,-1.8021817299435543
00201020_13,02010,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,2.900027714821308,-4.243057206695003,-2.413151907899848,-1.6456961091892441
00201020_15,02010,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,0.002193318497754948,0.32527269216250654,-0.9550127079077146,-2.111105862903366
00201114_00,02011,1,T3,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.105440841913773,-0.4181863104516194,0.4221787912235533,-0.3585807649866686
00201114_01,02011,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.1956049777217439,-0.9795502530936924,-1.7456916133258322,-0.6787249907628825
00201114_03,02011,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.6717896858879522,0.48895559166044367,0.06663339614043928,-0.9138240781653459
00201114_04,02011,1,T4,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.27853346969965587,-1.385559988739103,-0.5590110073333814,-0.6262638588345295
00201114_06,02011,1,T4,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,1.5760658980420814,-1.8000785118616287,-4.833848277008396,-1.5775521305714117
00201114_07,02011,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.18663405935580202,-1.6090139516838229,-1.9916375950145104,-0.3024581832608104
00201114_08,02011,1,T1,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.10562139803436688,-0.6220731850001029,-0.04217785202199198,-0.9482207388343002
00201117_03,02011,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.3571265190646762,0.44085710350737106,-0.8737994493503073,-1.9585381639590504
00201120_00,02011,1,T3,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.3302851152409914,0.10887265808298408,-0.33895009739903104,-0.40118886776378004
00201120_01,02011,1,T1,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.9787855841746357,0.4341668925470811,-1.241045581700613,-0.9226764358322803
00201120_03,02011,1,T1,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.5138038452991678,-0.5401235402536936,-1.319149053097719,-0.5770766036305093
00201120_05,02011,1,T3,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.4361613843118732,-0.8854454326142873,0.35047175189345814,-0.4070802644961819
00201120_06,02011,1,T1,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.2149254636330284,-0.0404774688944638,0.06582561797086983,-1.6043991876652448
00201120_08,02011,1,T3,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-4.7844717625166675,1.4858590198701278,-1.3880377343626158,-0.14054553389867314
00201120_13,02011,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,3.0010836715167817,-3.6537245678565755,-3.9128775998314813,-4.024144191185954
00201120_15,02011,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.2088897556058433,0.2444870280882706,0.11190235388638747,-4.69327535215601
00201214_00,02012,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.9326659070174115,-0.040882300913129055,0.36598842115570485,-1.19704387945371
00201214_01,02012,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.6716751164319072,-0.6857488115500134,-2.094290901623893,-0.8964227213222007
00201214_03,02012,1,T2,T2,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.8707473359920967,-0.15169386493387216,-1.6151192939168344,-0.7262791252565485
00201214_04,02012,1,T4,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.457161452068228,-0.6203254992109446,-0.5729841469575485,-0.6163180090654448
00201214_06,02012,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7265134814709839,-0.39549713887671,-1.086671460181011,-0.31811670122963476
00201214_07,02012,1,T1,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.029870045453613603,-1.7520206986664522,-1.058116571014549,0.06275639069433675
00201214_08,02012,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.09342720114100422,-1.2727904012382658,-1.483532429296211,-0.41719697711819215
00201217_01,02012,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.6244582734731992,-1.1226208027475868,-1.61832093757061,0.5435648898167842
00201217_03,02012,1,T2,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.1557127682127637,-0.32619549122818253,0.8376834712066611,-1.8681616333488553
00201220_00,02012,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.2161044851856426,-0.7971162379766376,0.03867069397649325,-0.07134428960893158
00201220_01,02012,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.1413729086635852,-1.054486574155553,-0.23911267574641204,-0.6485274891141541
00201220_03,02012,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,1.0211387082155985,-1.4814470052182798,-1.4334479781698053,-0.7868482333824784
00201220_05,02012,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.6140948309713006,-0.6933954952015139,0.9961632044476004,-0.4823043808210335
00201220_06,02012,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.3748861960405999,-1.1915102517880354,-1.563969554450741,-0.40900463991309477
00201220_08,02012,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-2.0070765522258487,-2.650767144691896,2.094659547399207,-0.5459738863085506
00201220_13,02012,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.25405597044169836,-2.7368028819490218,-2.6128557483094452,-0.08219211678475014
00201220_15,02012,1,T2,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.4238509040178283,0.137042047659511,0.29161572646547473,-2.1007025074894385
00201314_00,02013,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.4820969265952651,-0.7725112471953559,-0.2881976561929046,-0.935929880240993
00201314_03,02013,1,T2,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.5314966951098654,0.08774050752592655,-0.8859674732402709,0.09907131480697201
00201314_04,02013,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.105452176376613,-0.9804199439444796,-1.1824743827790456,0.7055510662217428
00201314_06,02013,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.269841486139479,-0.4688889107583659,-1.4240403706724978,0.19217708028687625
00201314_07,02013,1,T1,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.6902233140324654,-1.5996792360875247,-1.8521958650975607,-0.27156153103776587
00201317_01,02013,1,T4,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.7697413673850867,-1.300388993837048,-2.2601238421150716,1.2343182283046208
00201317_03,02013,1,T2,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.5228986888065518,-0.21817160693325105,-0.1608286646221263,-0.9023955722915107
00201320_00,02013,1,T3,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.6040309410437783,-2.4849069432297286,-0.32982992218963425,-1.310043198904774
00201320_08,02013,1,T3,T3,fusion;C=0.03,uncalibrated_linear_svm_margin,-1.3108908417352625,-1.187919171207965,0.5442735409943683,-1.0166672602285995
00201320_15,02013,1,T2,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.77294481622396,0.03553482045674339,-1.0102692867033656,-2.5306182489742506
00201614_00,02016,1,T3,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.457133997038133,-1.838039853132448,-0.09837684802530955,0.2510709409845312
00201614_01,02016,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.08850231510015738,-0.7342845794977031,-2.526515219366855,-0.5822120127499444
00201614_03,02016,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.3983352983143242,0.28203096684276396,-0.8446292262567305,-1.4462596912780754
00201614_04,02016,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.32978184924170384,-2.7639783489127674,-1.7166784203541643,0.7288430686082331
00201614_06,02016,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.0980361231625884,-1.1231060646062638,-1.1060825805320376,0.036544551918329615
00201614_07,02016,1,T1,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.2996037636320025,-2.234378530949445,-0.16703028096205452,-0.17234625813452414
00201617_01,02016,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.4174888625647486,-2.025114456180766,-2.4447874570479478,0.9055393411177665
00201617_03,02016,1,T2,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.05105610753735357,-0.36220216956367934,-1.1548686258881122,-2.0040690289171024
00201620_00,02016,1,T3,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.06990833675457309,-2.348122123775338,-3.660413071947448,0.8496308406326284
00201620_01,02016,1,T1,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.1082656956516375,-1.400046252654974,-0.7235244221637329,-0.18748625061570234
00201620_03,02016,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.635113440235019,-0.9144519958333756,-4.082783322615613,0.3292012022106502
00201620_05,02016,1,T3,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.9566521994407234,-0.9631780639134426,-0.5993699476953963,0.05435052500782367
00201620_08,02016,1,T3,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.4258161026228704,-0.3251967241368904,-0.7607989598236042,-1.240652312182707
00201620_13,02016,1,T1,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.7203154280608269,-1.7885851476161059,-2.6947660901847543,0.6217828831663105
00201620_15,02016,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.4166529192464664,2.4775532499530466,-1.5318543033883718,-5.34116382095373
00201814_03,02018,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.5787186183519899,0.2661315148230906,-1.7326474394362061,-0.9858623278186721
00201814_04,02018,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.7863301657189186,-1.1131877461973072,-2.2549523516501395,1.1095710361425406
00201814_06,02018,1,T4,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.5510245383780433,-1.9484761782265885,-1.0122309312626263,-0.279241252168889
00201814_07,02018,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.5426537423285548,-1.605181580460831,-2.524259721219727,-0.857474846773344
00201814_08,02018,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.110717851033722,-1.7242285097288321,-2.6376270546220892,0.08632009623786224
00201817_03,02018,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.15076286796755167,0.1840566081441991,-1.5564102378496436,-1.05534046850083
00201820_00,02018,1,T3,T4,fusion;C=0.1,uncalibrated_linear_svm_margin,-0.8790075320076823,-0.6731578447865277,-0.757638268767367,-0.0429413982741737
00201820_01,02018,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,0.03909964014745382,-1.6519745155935697,-1.852704636129972,-0.11232240334825416
00201820_08,02018,1,T3,T3,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.782649328796925,-0.6530880771742773,-0.17884321782499357,-0.2262609164228624
00201820_13,02018,1,T1,T1,fusion;C=0.1,uncalibrated_linear_svm_margin,1.1970206994805088,-3.092968904407546,-1.1045922808471949,-1.310238470946787
00201820_15,02018,1,T2,T2,fusion;C=0.1,uncalibrated_linear_svm_margin,-1.0942005747717143,0.808547410614232,-1.6755425131679522,-0.8139659691996158
00201914_03,02019,1,T2,T4,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.5006327409227084,-0.15020004397029585,-1.484236800577821,-0.10040924429680909
00201914_04,02019,1,T4,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,-0.16071709607724294,-0.645522812271401,-1.1418245677067111,-0.5233501072214335
00201914_06,02019,1,T4,T1,fusion;C=0.03,uncalibrated_linear_svm_margin,0.13690638768437613,-1.5853519676313388,-0.6032096751416754,-0.44746813799729623
