token_id,speaker_id,human_correct,produced_tone_proxy,predicted_tone,selected_candidate,score_type,decision_score_T1,decision_score_T2,decision_score_T3,decision_score_T4
00200314_00,02003,1,T3,T3,fusion,uncalibrated_linear_svm_margin,-1.1365811286661833,-0.5224060919931497,0.24444303155556346,-0.5188501756344565
00200314_01,02003,1,T1,T1,fusion,uncalibrated_linear_svm_margin,0.36500349476509997,-0.08713830864730843,-2.281993606293123,-0.8260192358817855
00200314_03,02003,1,T2,T2,fusion,uncalibrated_linear_svm_margin,-0.5747224496808969,-0.22752407443072437,-0.5230975625743611,-0.9890857560427044
00200314_04,02003,1,T4,T4,fusion,uncalibrated_linear_svm_margin,-0.46149506226214176,-0.6909791771263406,-1.7072541405886974,0.15545606719292138
00200314_06,02003,1,T4,T4,fusion,uncalibrated_linear_svm_margin,-0.9548571132121784,-0.591242262434553,-1.0148917509330542,0.2176057558064356
00200314_07,02003,1,T1,T1,fusion,uncalibrated_linear_svm_margin,0.5265955629531952,-1.2158010549762253,-1.403514952791702,-0.8351229334597217
00200314_08,02003,1,T1,T3,fusion,uncalibrated_linear_svm_margin,-3.371950668503472,-0.8041123900571807,0.8145179360017176,-0.6958509792400591
00200317_01,02003,1,T4,T4,fusion,uncalibrated_linear_svm_margin,-0.6690372906811668,-1.2499022828130508,-2.5683188106170034,0.7897834086793903
00200320_00,02003,1,T3,T2,fusion,uncalibrated_linear_svm_margin,-0.47868382346370997,-0.2999588587569637,-0.8185164402152733,-0.9258554186550557
00200320_01,02003,1,T1,T2,fusion,uncalibrated_linear_svm_margin,-0.41289247147394464,-0.17393829189278903,-0.7773584213774833,-0.6302296395313507
00200320_03,02003,1,T1,T4,fusion,uncalibrated_linear_svm_margin,-0.08148488277930599,-2.997412097387578,-1.4195571526440438,0.0401191188527632
00200320_05,02003,1,T3,T3,fusion,uncalibrated_linear_svm_margin,-0.6143254389654149,-0.6340134312528594,1.5129047327601624,-1.7817515143837857
00200320_06,02003,1,T1,T1,fusion,uncalibrated_linear_svm_margin,-0.05522313146043445,-0.6557178101692753,-1.822141905456368,-0.10054245183222793
00200320_08,02003,1,T3,T3,fusion,uncalibrated_linear_svm_margin,-0.6204346964720375,0.33732339842072356,0.5087586996497877,-1.7349373719019088
00200320_13,02003,1,T1,T1,fusion,uncalibrated_linear_svm_margin,0.18088943958631054,-2.266115782541247,-0.037466130767685124,-0.31338392258838194
00200320_15,02003,1,T2,T1,fusion,uncalibrated_linear_svm_margin,0.2798956755922476,-0.28481055927933135,0.17000967817884383,-2.257077888363089
00200514_04,02005,1,T4,T4,fusion,uncalibrated_linear_svm_margin,-1.0824618290481784,-0.4413007315414409,-0.669839819490054,-0.01615017906067895
00200514_06,02005,1,T4,T2,fusion,uncalibrated_linear_svm_margin,-0.9092478733184273,-0.07630433890978416,-0.8646221891276256,-0.5409991901734955
00200514_07,02005,1,T1,T4,fusion,uncalibrated_linear_svm_margin,-0.8294403163458111,-0.20898657477864563,-0.748822017252829,-0.2079412779677515
00200514_08,02005,1,T1,T4,fusion,uncalibrated_linear_svm_margin,-0.7515990505004789,-0.4246545468577665,-0.9807430094185734,-0.16949651739436966
00200517_01,02005,1,T4,T4,fusion,uncalibrated_linear_svm_margin,-1.1830336581934051,-0.14061352266171867,-1.1843589756459612,0.09556044457640722
00200520_00,02005,1,T3,T3,fusion,uncalibrated_linear_svm_margin,-1.4741704573127365,-0.26850716630902094,0.550744926734718,-0.8192336412799794
00200520_01,02005,1,T1,T3,fusion,uncalibrated_linear_svm_margin,-0.2054216747176838,-1.0105924440152938,-0.15603338205167339,-0.3318529826837092
00200520_03,02005,1,T1,T3,fusion,uncalibrated_linear_svm_margin,-0.21867051072500787,-0.9439177805026007,0.7200133113026344,-0.9501391371665091
00200520_06,02005,1,T1,T1,fusion,uncalibrated_linear_svm_margin,0.2115550650273027,-1.0737074494022874,-1.7237609839945185,-0.24769145715772378
00200520_13,02005,1,T1,T1,fusion,uncalibrated_linear_svm_margin,0.15192792320948378,-1.9160066736946846,-2.363829247863286,-2.722070126713856
00200520_15,02005,1,T2,T2,fusion,uncalibrated_linear_svm_margin,-0.5590069172569337,0.8729935000153977,-0.5814007598139528,-2.486703860360735
00200614_03,02006,1,T2,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.922911889730763,-0.8821750994142947,1.2813200791855497,-2.533248566814696
00200614_04,02006,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.6515168935158012,-2.628669614065051,-3.055977972685188,1.7542513690887143
00200614_06,02006,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.7672284085382051,-0.5452414836295332,-0.9805796550510972,0.17261129945594295
00200614_08,02006,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,1.1849134496013183,-3.4147103137970016,-1.2957986973640865,-0.216160735239051
00200617_01,02006,1,T4,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,2.1354507304677206,-2.7442495397425626,-3.95642781263225,-1.1123937976268417
00200620_00,02006,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.029779489659022773,-2.275380583552249,0.2485369496992983,-0.5901949978449825
00200620_03,02006,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,1.3419781955041286,-1.6556007379353668,-1.5169829879958536,-4.557945228959925
00200620_13,02006,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.1790331836987314,-2.5209991023615426,-0.06324123297705275,0.0419860667398943
00200714_00,02007,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9443516279352053,-0.19203209173510088,0.2108864568715909,-1.2694258110872645
00200714_01,02007,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.27676841155642906,-0.001983976413612143,-2.8252450832665024,-1.06445387552336
00200714_03,02007,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-2.478169889025219,1.0982031435748554,-0.5087440032362661,-2.795274267196533
00200714_04,02007,1,T4,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.35134516709802677,-0.29758991527386247,-2.0763253872501766,-0.37622000646613174
00200714_06,02007,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.1273990694731806,0.08267811562446736,-1.7994863952061648,0.26402569458528236
00200714_07,02007,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.3540414364469626,-1.2008817923855402,-1.5915890642915977,-0.033235587252776866
00200714_08,02007,1,T1,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.2388736026088265,0.21022731481951207,-1.4597144199949603,-1.1425220728287713
00200717_01,02007,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.7532671625162021,-1.0902712949482067,-1.071543382247505,0.6011988489346088
00200717_03,02007,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8001957674262179,0.7506572876094838,-1.0451579462868348,-1.5852950477381906
00200720_00,02007,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.8096442248558209,1.3342856179347842,-0.01318029147448263,-1.762597141531534
00200720_01,02007,1,T1,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.2760046838806255,1.5005797698373353,-1.5544131999568833,-2.6680247113629822
00200720_05,02007,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-2.6521105219141017,-0.3449816132164606,0.905268439196873,-1.8293879030532398
00200720_06,02007,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.16954170637628513,-1.3280365782006034,-2.384605837783851,0.9096164119387148
00200720_08,02007,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-4.7763395560872,3.3406047592765664,2.0061802278472167,-5.701898038094146
00200720_13,02007,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.09336614368466661,-1.8867317781339579,-1.8957661117956777,0.8684140538752475
00200720_15,02007,1,T2,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.6328658460148928,-0.9237222900305097,-4.685613775247842,-0.1869441810703294
00200914_00,02009,1,T3,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.15453999652190475,-1.1463901974590924,-0.3846515816569581,-0.6912315350943123
00200914_01,02009,1,T1,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.22236331683734067,-0.14741647382348966,-0.6146002154330824,-0.9687483073722606
00200914_03,02009,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0205969903149459,0.9045379310221299,-0.32207972507735916,-1.4065070213149695
00200914_04,02009,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0414201527518294,-1.0268028977816122,-0.5799869490876319,0.2755222226048425
00200914_06,02009,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.1818954018576764,-1.3437867904156042,-3.0356147936760935,1.0633045596590514
00200914_07,02009,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.4835061873104177,-0.17137686883645808,-2.7861843508059785,-0.4676233217532247
00200914_08,02009,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.334063116559578,-1.220685178210917,-0.5925407488796243,-0.690789904140736
00200917_01,02009,1,T4,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.5157959856268782,-0.41359284117288364,-2.232565884430259,-0.660128677749297
00200917_03,02009,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.2698054078383527,-0.22331983586112547,-0.888118749540311,-0.597392799906745
00200920_00,02009,1,T3,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.10366695081183863,-1.8113635796013106,-0.07000095918736304,0.5114194392583246
00200920_01,02009,1,T1,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.2368160180301855,0.5977550752380064,-1.2635966213940013,-0.5386934025641554
00200920_03,02009,1,T1,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9070417062706913,-0.4166210338938552,-0.21152927383713727,-0.24665289290450093
00200920_05,02009,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.6229630862856175,-0.5302821909484274,0.005859084673516701,-0.7944049756879827
00200920_06,02009,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.1105718197340746,-0.7913757654837876,-1.7380799994328286,2.9718730005295857
00200920_08,02009,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.062181609370503765,0.012095296193584848,-0.5712503120114352,-1.2200047236242364
00200920_13,02009,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.26270346917989507,-1.2907458758999748,-0.8873094396993871,-0.09716733274090084
00200920_15,02009,1,T2,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,1.088985401730182,-1.4305316080196202,-0.29415230022299155,-2.7998725174088928
00201014_00,02010,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-4.798988420851684,-2.7285998508125133,1.8413296831597097,1.7518750505876
00201014_01,02010,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.24566161349118787,-0.8946592614703257,-2.26908871927255,-0.08554185657998786
00201014_03,02010,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8567721986729635,-0.2586600087952971,-1.0608027026815559,-0.6409135262507065
00201014_04,02010,1,T4,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.7516525109646081,-0.34186390733140054,-0.16653075451686217,-0.794058091346548
00201014_06,02010,1,T4,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0702012340344376,0.6845442259952956,-0.6781656907830672,-0.9948956617318412
00201014_07,02010,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.5224945916436552,-1.4458000201370116,-1.339252898335042,-0.2764657656668736
00201017_01,02010,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.21162716027699324,-1.4276667236656848,-1.5416768223530761,0.46703056835695306
00201017_03,02010,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5901213367498543,0.05803104032108375,-0.05267137847728265,-1.2116607612820902
00201020_00,02010,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.6427599462801825,0.04015967343488791,0.05518980627802872,-0.6364319692646145
00201020_01,02010,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5827107247137515,-0.8595651695073131,-0.5617518821935097,-0.38178243247385013
00201020_03,02010,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,1.2358053093293577,-2.250703737123846,-1.9066239430867449,-0.26676618989311185
00201020_05,02010,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8730407973238807,1.5744947773748086,-1.3595755803161858,-1.712817523766963
00201020_06,02010,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.5003893334679874,-1.0548423844274883,-1.72178352576142,-0.19276924367447296
00201020_08,02010,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.3914076039549582,-0.8084924721135356,1.0453343366531298,-1.8348043328850654
00201020_13,02010,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,2.983957936469122,-4.2122218969919345,-2.435026045156552,-1.6600693114756404
00201020_15,02010,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.3117738470231435,0.1620370605454018,-0.8927060365068316,-2.0323909366503305
00201114_00,02011,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.9220679513525458,1.8737377207177253,-1.8780376785544868,0.2689093221814256
00201114_01,02011,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.2634718940436219,-0.8565629664999556,-1.38258864202427,-0.6576798394194616
00201114_03,02011,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.23267411045717,0.46598711401448234,-0.11268569004486617,-1.177435325966441
00201114_04,02011,1,T4,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.17356843265522315,-1.3185927872910148,-0.7898037784556546,-0.39753209683536883
00201114_06,02011,1,T4,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.9829463131424431,-1.610157645664059,-3.3678222990422078,-0.6897052848312408
00201114_07,02011,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.028798726625753335,-1.224717537775963,-1.3849000949765116,-0.5369962754116162
00201114_08,02011,1,T1,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.2869035255424428,-0.4331274577025448,-0.11809449448380283,-0.8849628476567374
00201117_03,02011,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.29623522482199066,0.24302001940631346,-0.41551319206004467,-1.7819855749204074
00201120_00,02011,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0623958623667968,0.13477620564224269,-0.4834362321031609,-0.4987556942271532
00201120_01,02011,1,T1,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0258964896020022,0.27765843203035556,-0.7973466505057282,-0.7878791264154912
00201120_03,02011,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8766249388047894,-0.8113161813172285,-0.9699201167180179,-0.35619810212564107
00201120_05,02011,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9109227662238366,-0.9168022812607198,0.25341666535454077,-0.35292784337815175
00201120_06,02011,1,T1,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9064769141103826,0.7766778520323389,-1.0428353835566355,-1.1139097627231385
00201120_08,02011,1,T3,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-6.537854560990657,0.13115345754775154,1.448069034036032,2.188160741028718
00201120_13,02011,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,2.398012964376341,-2.123364293817608,-2.3486631313816124,-3.7197254227489993
00201120_15,02011,1,T2,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8160743198042502,-0.08752010503872587,0.06313646748797375,-4.156458213634581
00201214_00,02012,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.1085201432037386,-0.028608931964310136,0.45334210549108833,-1.1011270859497608
00201214_01,02012,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.6540514810824871,-0.7679407097163211,-2.1581440905869824,-0.8632108067466029
00201214_03,02012,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9626886092343192,-0.14924622079209238,-1.564567611263081,-0.7934342548190483
00201214_04,02012,1,T4,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.49563894781454065,-0.5437884342751211,-0.614439024567802,-0.5488550210466133
00201214_06,02012,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.7352674193295946,-0.3561486975066787,-1.0738067245763179,-0.35576495834128224
00201214_07,02012,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.08873746646962344,-1.6630679780188162,-1.1784109774862204,-0.017731371982266708
00201214_08,02012,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.10718135910681992,-1.2720808395799499,-1.5238384788942576,-0.4577081046533988
00201217_01,02012,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.537135994580586,-0.9569867162972675,-1.6218151461417665,0.4051310410270908
00201217_03,02012,1,T2,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.1082801474259516,-0.2970919087354494,0.8143567069682723,-2.1079916877482936
00201220_00,02012,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.216418399104147,-0.7939085186642315,0.11010254103311079,-0.005930331224098917
00201220_01,02012,1,T1,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.19867043652682226,-1.0468398274744009,-0.1828839957098647,-0.6949787601981576
00201220_03,02012,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.9993034142035824,-1.4320024886412699,-1.3856409731729027,-0.8299961345473044
00201220_05,02012,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.8269524573729035,-0.7893079825964533,1.0574517803362382,-0.3917247115218943
00201220_06,02012,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.420182566608331,-1.1241608267130885,-1.5992455341464786,-0.4830272087988179
00201220_08,02012,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.9777749030476048,-1.8363863249450687,2.0835372647453663,-0.8390005658308468
00201220_13,02012,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.2751052989581979,-2.647101137332103,-2.5871246629630194,-0.12255861501333104
00201220_15,02012,1,T2,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.7385883792223137,-0.03346981966091778,0.4281170021374111,-2.0634464748702976
00201314_00,02013,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5453491606917327,-0.7623025567884585,-0.3453591601696633,-0.9300618814585275
00201314_03,02013,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.4811887481681805,0.09602130682492271,-0.8929546663683429,0.08637009923373107
00201314_04,02013,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.049143838437147,-0.9319806251660245,-1.2302047879977849,0.6540564563416146
00201314_06,02013,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.2424372132658208,-0.418653941665039,-1.4791685435387305,0.12715109770581867
00201314_07,02013,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.7210121390464035,-1.5587115310097337,-1.880149873956387,-0.3159336490680419
00201317_01,02013,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.772063744747821,-1.316639238298593,-2.207740631865609,1.2661919364319143
00201317_03,02013,1,T2,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.6884525604400886,-0.2137338352401823,-0.18058113929256547,-0.8794247996584763
00201320_00,02013,1,T3,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.6311679317547185,-2.4343943531275314,-0.24024618908471917,-1.3230421411569782
00201320_08,02013,1,T3,T3,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.9479781094933395,-0.8640113962290159,0.7685573070733986,-1.1367978215342884
00201320_15,02013,1,T2,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.7466173521185826,0.18859967023322965,-1.2037611178527419,-2.6954847326803875
00201614_00,02016,1,T3,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0655889479182092,-1.503995704609328,-0.22299598508430118,0.1263915471197503
00201614_01,02016,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.1641880467601215,-0.6682424805695597,-2.1197706732085155,-0.3171546927721632
00201614_03,02016,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.225565394025202,0.054861322521099654,-0.4634805300886625,-1.0971138913284721
00201614_04,02016,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5918177515949468,-2.132400221051834,-1.3810912780108524,0.8564481354657302
00201614_06,02016,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.1335316818880246,-1.0430185334574524,-0.6796426471247488,0.263061174333319
00201614_07,02016,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.23359113678513266,-1.807564804631809,-0.24225364422387408,-0.09205653387921708
00201617_01,02016,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8064101899938854,-1.7751420929093682,-1.8051022011534932,0.6360645624576323
00201617_03,02016,1,T2,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.17180231330061124,-0.4490703159607908,-0.7745266396745198,-1.4754986408988664
00201620_00,02016,1,T3,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.038786038403953005,-2.1500730955502343,-2.567786755001806,0.9288525429120796
00201620_01,02016,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0297784615714827,-1.1787932486077493,-0.7712593022991308,0.009266094175934936
00201620_03,02016,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.6127933729094768,-1.0261958754530875,-2.7081789913318772,0.14924599580244813
00201620_05,02016,1,T3,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8608281452084273,-1.0906247600459251,-0.2053300019038763,-0.04470781001949242
00201620_08,02016,1,T3,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5942163020131535,-0.2695643863747159,-0.5718038587119258,-0.9086968659107876
00201620_13,02016,1,T1,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.33904714190650065,-1.451203355359555,-1.8522337271715679,0.46421257707323216
00201620_15,02016,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.18961940433397806,1.6730132206310633,-0.6996174936556264,-3.8283866399344952
00201814_03,02018,1,T2,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5724276168941141,0.4305396768640114,-1.334173006267159,-0.8931828309453435
00201814_04,02018,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.54582716765117,-1.1530711007761285,-1.697320536152366,0.7159177579316462
00201814_06,02018,1,T4,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5788674226697741,-1.354410870589366,-0.6217327324135494,0.01314444842273832
00201814_07,02018,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.4633277679202522,-1.269186334229504,-1.7477743323094765,-0.8340181501288717
00201814_08,02018,1,T1,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.06295394665448584,-1.2860665150853992,-1.8103004066092596,-0.1693354683171353
