token_id,speaker_id,expected_tone,tone_correctness,incorrect_probability,nested_threshold,predicted_incorrect
00200920_01,02009,1,1,0.41955705721666386,0.49000000000000005,0
00200920_03,02009,1,1,0.44108892658273924,0.49000000000000005,0
00200920_05,02009,3,1,0.5574899750576002,0.49000000000000005,1
00200920_06,02009,1,1,0.9777053950129179,0.49000000000000005,1
00200920_08,02009,3,1,0.7376620018406198,0.49000000000000005,1
00200920_13,02009,1,1,0.4230298182454433,0.49000000000000005,0
00200920_15,02009,2,1,0.07941089270367178,0.49000000000000005,0
00201014_00,02010,3,1,0.022556406437815556,0.53,0
00201014_01,02010,1,1,0.5030094769945775,0.53,0
00201014_03,02010,2,1,0.446988790315991,0.53,0
00201014_04,02010,4,1,0.5065012779227047,0.53,0
00201014_06,02010,4,1,0.5206382091313654,0.53,0
00201014_07,02010,1,1,0.5040927491905669,0.53,0
00201014_08,02010,1,0,0.5034462020259126,0.53,0
00201017_01,02010,4,1,0.4937456223015663,0.53,0
00201017_03,02010,2,1,0.3798787931156272,0.53,0
00201020_00,02010,3,1,0.49687017567821046,0.53,0
00201020_01,02010,1,1,0.4962607428452444,0.53,0
00201020_03,02010,1,1,0.5062309336633366,0.53,0
00201020_05,02010,3,1,0.9993167416595412,0.53,1
00201020_06,02010,1,1,0.4979812058356915,0.53,0
00201020_08,02010,3,1,0.5840323837604587,0.53,1
00201020_13,02010,1,1,0.5019012400119811,0.53,0
00201020_15,02010,2,1,0.37554919627621874,0.53,0
00201114_00,02011,3,1,0.004551647543641238,0.49000000000000005,0
00201114_01,02011,1,1,0.237256889387751,0.49000000000000005,0
00201114_03,02011,2,1,0.7114720471513463,0.49000000000000005,1
00201114_04,02011,4,1,0.4877220405266142,0.49000000000000005,0
00201114_06,02011,4,1,0.40003641354186414,0.49000000000000005,0
00201114_07,02011,1,1,0.43146137075388197,0.49000000000000005,0
00201114_08,02011,1,1,0.3133185587106107,0.49000000000000005,0
00201117_01,02011,4,0,0.35011764086545133,0.49000000000000005,0
00201117_03,02011,2,1,0.31432843451988074,0.49000000000000005,0
00201120_00,02011,3,1,0.6139005065153824,0.49000000000000005,1
00201120_01,02011,1,1,0.2885314947934422,0.49000000000000005,0
00201120_03,02011,1,1,0.6575514462835909,0.49000000000000005,1
00201120_05,02011,3,1,0.7293201475653045,0.49000000000000005,1
00201120_06,02011,1,1,0.4453722791645097,0.49000000000000005,0
00201120_08,02011,3,1,0.1588816817155055,0.49000000000000005,0
00201120_13,02011,1,1,0.5764971146684028,0.49000000000000005,1
00201120_15,02011,2,1,4.77388626157622e-05,0.49000000000000005,0
00201214_00,02012,3,1,0.17734739503732588,0.6100000000000001,0
00201214_01,02012,1,1,0.4458702357911842,0.6100000000000001,0
00201214_03,02012,2,1,0.7927521257607661,0.6100000000000001,1
00201214_04,02012,4,1,0.7479891358055613,0.6100000000000001,1
00201214_06,02012,4,1,0.4584572978497977,0.6100000000000001,0
00201214_07,02012,1,1,0.5202369017120279,0.6100000000000001,0
00201214_08,02012,1,1,0.39082735893787035,0.6100000000000001,0
00201217_01,02012,4,1,0.580725326486649,0.6100000000000001,0
00201217_03,02012,2,1,0.30203501756563145,0.6100000000000001,0
00201220_00,02012,3,1,0.10362426555498105,0.6100000000000001,0
00201220_01,02012,1,1,0.19851007414778846,0.6100000000000001,0
00201220_03,02012,1,1,0.5487704708387839,0.6100000000000001,0
00201220_05,02012,3,1,0.9274312477490334,0.6100000000000001,1
00201220_06,02012,1,1,0.3353282068964988,0.6100000000000001,0
00201220_08,02012,3,1,0.6474928401364936,0.6100000000000001,1
00201220_13,02012,1,1,0.43759567904109953,0.6100000000000001,0
00201220_15,02012,2,1,0.09869342981311116,0.6100000000000001,0
00201314_00,02013,3,1,0.45066767507995337,0.49000000000000005,0
00201314_01,02013,1,0,0.3868095701100291,0.49000000000000005,0
00201314_03,02013,2,1,0.4249656595370808,0.49000000000000005,0
00201314_04,02013,4,1,0.5560370505432481,0.49000000000000005,1
00201314_06,02013,4,1,0.48530957162492766,0.49000000000000005,0
00201314_07,02013,1,1,0.44876702220796344,0.49000000000000005,0
00201314_08,02013,1,0,0.4444518107916598,0.49000000000000005,0
00201317_01,02013,4,1,0.49024830088529797,0.49000000000000005,1
00201317_03,02013,2,1,0.3355902620186463,0.49000000000000005,0
00201320_00,02013,3,1,0.6007982423084482,0.49000000000000005,1
00201320_01,02013,1,0,0.44245299352804324,0.49000000000000005,0
00201320_03,02013,1,0,0.4604524359275255,0.49000000000000005,0
00201320_05,02013,3,0,0.3551676129035516,0.49000000000000005,0
00201320_06,02013,1,0,0.38893159443649145,0.49000000000000005,0
00201320_08,02013,3,1,0.07919527810606124,0.49000000000000005,0
00201320_13,02013,1,0,0.4468206663478745,0.49000000000000005,0
00201320_15,02013,2,1,0.25743285471022326,0.49000000000000005,0
00201614_00,02016,3,1,0.41767473751981454,0.53,0
00201614_01,02016,1,1,0.5043981813899622,0.53,0
00201614_03,02016,2,1,0.3851723814675743,0.53,0
00201614_04,02016,4,1,0.5124986286689541,0.53,0
00201614_06,02016,4,1,0.498091759065014,0.53,0
00201614_07,02016,1,1,0.5049256020180011,0.53,0
00201614_08,02016,1,0,0.5018285982519091,0.53,0
00201617_01,02016,4,1,0.5187993392654724,0.53,0
00201617_03,02016,2,1,0.408973963521105,0.53,0
00201620_00,02016,3,1,0.5257563363705943,0.53,0
00201620_01,02016,1,1,0.5044140904011094,0.53,0
00201620_03,02016,1,1,0.5034041538669722,0.53,0
00201620_05,02016,3,1,0.07825924848272343,0.53,0
00201620_06,02016,1,0,0.5155649150797229,0.53,0
00201620_08,02016,3,1,0.6261067779350994,0.53,1
00201620_13,02016,1,1,0.5024381594174571,0.53,0
00201620_15,02016,2,1,0.11834090660793081,0.53,0
00201814_00,02018,3,0,0.5581338544848236,0.49000000000000005,1
00201814_01,02018,1,0,0.7509682012347518,0.49000000000000005,1
00201814_03,02018,2,1,0.17096350447219305,0.49000000000000005,0
00201814_04,02018,4,1,0.42355206961883257,0.49000000000000005,0
00201814_06,02018,4,1,0.3314056037318634,0.49000000000000005,0
00201814_07,02018,1,1,0.43884959036851195,0.49000000000000005,0
00201814_08,02018,1,1,0.5988553137176935,0.49000000000000005,1
00201817_01,02018,4,0,0.3262211849131591,0.49000000000000005,0
00201817_03,02018,2,1,0.11051579781562956,0.49000000000000005,0
00201820_00,02018,3,1,0.2016171476522804,0.49000000000000005,0
00201820_01,02018,1,1,0.40522172341102314,0.49000000000000005,0
00201820_03,02018,1,0,0.6081728006836752,0.49000000000000005,1
00201820_05,02018,3,0,0.7996309721002548,0.49000000000000005,1
00201820_06,02018,1,0,0.5734602608593405,0.49000000000000005,1
00201820_08,02018,3,1,0.38116654512512077,0.49000000000000005,0
00201820_13,02018,1,1,0.5577824911950682,0.49000000000000005,1
00201820_15,02018,2,1,0.4503069912333696,0.49000000000000005,0
00201914_00,02019,3,0,0.7102242364425346,0.6100000000000001,1
00201914_01,02019,1,0,0.505865926451505,0.6100000000000001,0
00201914_03,02019,2,1,0.8985210550622975,0.6100000000000001,1
00201914_04,02019,4,1,0.5271254797591716,0.6100000000000001,0
00201914_06,02019,4,1,0.5587093045994421,0.6100000000000001,0
00201914_07,02019,1,1,0.4204438882105383,0.6100000000000001,0
00201914_08,02019,1,1,0.7308622925746884,0.6100000000000001,1
00201917_01,02019,4,1,0.5629431137340575,0.6100000000000001,0
00201917_03,02019,2,0,0.6561407356049397,0.6100000000000001,1
00201920_00,02019,3,0,0.1881281521674378,0.6100000000000001,0
00201920_01,02019,1,1,0.8302313993543673,0.6100000000000001,1
00201920_03,02019,1,1,0.5457842627535149,0.6100000000000001,0
00201920_05,02019,3,1,0.9142427015680709,0.6100000000000001,1
00201920_06,02019,1,0,0.6325748812879183,0.6100000000000001,1
00201920_08,02019,3,1,0.9981247230788657,0.6100000000000001,1
00201920_13,02019,1,1,0.5287969912916011,0.6100000000000001,0
00201920_15,02019,2,0,0.3322250245701273,0.6100000000000001,0
00202014_00,02020,3,1,0.5014473996531034,0.49000000000000005,1
00202014_01,02020,1,1,0.4236000287552784,0.49000000000000005,0
00202014_03,02020,2,1,0.4425006438921838,0.49000000000000005,0
00202014_04,02020,4,1,0.4847535390422453,0.49000000000000005,0
00202014_06,02020,4,1,0.3594500299375835,0.49000000000000005,0
00202014_07,02020,1,1,0.44372264552494967,0.49000000000000005,0
00202014_08,02020,1,1,0.49485791075239904,0.49000000000000005,1
00202017_01,02020,4,1,0.46148737953930563,0.49000000000000005,0
00202017_03,02020,2,1,0.24614493355299083,0.49000000000000005,0
00202020_00,02020,3,1,0.5680994149908638,0.49000000000000005,1
00202020_01,02020,1,1,0.39343287926500553,0.49000000000000005,0
00202020_03,02020,1,0,0.44473664196874396,0.49000000000000005,0
00202020_05,02020,3,1,0.45058918729035524,0.49000000000000005,0
00202020_06,02020,1,1,0.4123585483881583,0.49000000000000005,0
00202020_08,02020,3,1,0.3662813117128022,0.49000000000000005,0
00202020_13,02020,1,1,0.4390804648584492,0.49000000000000005,0
00202020_15,02020,2,1,0.4160631100060306,0.49000000000000005,0
00202114_00,02021,3,1,0.3682416990670749,0.53,0
00202114_01,02021,1,1,0.5030775520656734,0.53,0
00202114_03,02021,2,0,0.7026230887771409,0.53,1
00202114_04,02021,4,1,0.5253331496792887,0.53,0
00202114_06,02021,4,1,0.5139752427382424,0.53,0
00202114_07,02021,1,0,0.5063483751318905,0.53,0
00202114_08,02021,1,0,0.5013540541241179,0.53,0
00202117_01,02021,4,1,0.5101538721005768,0.53,0
00202117_03,02021,2,0,0.5286404408994502,0.53,0
00202120_00,02021,3,1,0.5158528417206588,0.53,0
00202120_01,02021,1,1,0.4631301342664336,0.53,0
00202120_03,02021,1,1,0.5032685389510027,0.53,0
00202120_05,02021,3,1,0.4165994468155378,0.53,0
00202120_06,02021,1,0,0.7190434993871893,0.53,1
00202120_08,02021,3,0,0.49213778967903066,0.53,0
00202120_13,02021,1,0,0.5027020364288842,0.53,0
00202120_15,02021,2,1,0.29365800668645337,0.53,0
00202214_00,02022,3,1,0.961112579425146,0.49000000000000005,1
00202214_01,02022,1,1,0.9498281514677229,0.49000000000000005,1
00202214_03,02022,2,1,0.3964990010257133,0.49000000000000005,0
00202214_04,02022,4,1,0.22298628132710152,0.49000000000000005,0
00202214_06,02022,4,1,0.9755905849533789,0.49000000000000005,1
00202214_07,02022,1,1,0.6402757644488597,0.49000000000000005,1
00202214_08,02022,1,1,0.4149211621762039,0.49000000000000005,0
00202217_01,02022,4,1,0.2965725072183618,0.49000000000000005,0
00202217_03,02022,2,1,0.34672237670967143,0.49000000000000005,0
00202220_00,02022,3,1,0.4570519263423387,0.49000000000000005,0
00202220_01,02022,1,1,0.19521635998799491,0.49000000000000005,0
00202220_03,02022,1,1,0.5237219567377381,0.49000000000000005,1
00202220_05,02022,3,1,0.8569286377669639,0.49000000000000005,1
00202220_06,02022,1,1,0.3415415688866678,0.49000000000000005,0
00202220_08,02022,3,1,0.5371351865055214,0.49000000000000005,1
00202220_13,02022,1,1,0.6175515754917362,0.49000000000000005,1
00202220_15,02022,2,1,0.9774552424240881,0.49000000000000005,1
00202401_01,02024,2,1,0.5441438742948055,0.49000000000000005,1
00202401_03,02024,4,1,0.44191821971109085,0.49000000000000005,0
00202401_05,02024,1,1,0.4519032500958843,0.49000000000000005,0
00202401_06,02024,2,1,0.3671844177864932,0.49000000000000005,0
00202401_07,02024,4,1,0.37418752447188847,0.49000000000000005,0
00202401_09,02024,1,1,0.43491400037081207,0.49000000000000005,0
00202401_10,02024,2,1,0.5006423711725012,0.49000000000000005,1
00202407_02,02024,4,1,0.43854989658008053,0.49000000000000005,0
00202407_03,02024,2,1,0.4999988176171641,0.49000000000000005,1
00202407_04,02024,4,1,0.5279144858666451,0.49000000000000005,1
00202407_05,02024,4,1,0.3424745979280325,0.49000000000000005,0
00202407_06,02024,1,1,0.46408840034892435,0.49000000000000005,0
00202407_07,02024,1,1,0.5303687449223223,0.49000000000000005,1
00202408_00,02024,2,1,0.47814376503050365,0.49000000000000005,0
00202408_02,02024,4,1,0.4067069832546954,0.49000000000000005,0
00202408_04,02024,3,1,0.00040663163454768373,0.49000000000000005,0
00202408_05,02024,4,1,0.3502217304349706,0.49000000000000005,0
00202408_07,02024,2,1,0.4980189705025127,0.49000000000000005,1
00202409_03,02024,1,1,0.45610773795314297,0.49000000000000005,0
00202409_10,02024,4,1,0.3665171003664185,0.49000000000000005,0
00202409_11,02024,4,1,0.5360747405655739,0.49000000000000005,1
00202411_01,02024,1,1,0.4621043884976528,0.49000000000000005,0
00202411_06,02024,2,1,0.48578246822189486,0.49000000000000005,0
00202411_07,02024,4,1,0.3874877723634438,0.49000000000000005,0
00202411_08,02024,3,1,0.3464309452882213,0.49000000000000005,0
00202411_10,02024,2,1,0.504199507178846,0.49000000000000005,1
00202411_11,02024,4,1,0.21449648683502748,0.49000000000000005,0
00202413_02,02024,4,1,0.494736148479327,0.49000000000000005,1
00202413_03,02024,4,1,0.4859040484159129,0.49000000000000005,0
00202413_06,02024,1,1,0.4635768120199117,0.49000000000000005,0
00202413_08,02024,2,1,0.32861142599933924,0.49000000000000005,0
00202413_09,02024,4,1,0.4329051503289054,0.49000000000000005,0
00202413_10,02024,4,1,0.3063315486968992,0.49000000000000005,0
00202418_01,02024,4,1,0.5027105378718995,0.49000000000000005,1
00202418_02,02024,1,1,0.4288700832011166,0.49000000000000005,0
00202418_03,02024,1,1,0.46230678876733194,0.49000000000000005,0
00202418_04,02024,2,1,0.3590140959329081,0.49000000000000005,0
00202418_06,02024,1,1,0.47189413772878674,0.49000000000000005,0
00202418_08,02024,1,1,0.47004936420925386,0.49000000000000005,0
00202418_10,02024,2,1,0.5181098348831031,0.49000000000000005,1
00202420_00,02024,4,1,0.4580839686637207,0.49000000000000005,0
00202420_03,02024,1,1,0.46570511500258555,0.49000000000000005,0
00202420_05,02024,4,1,0.4824093538983741,0.49000000000000005,0
00202420_06,02024,2,1,0.4999988176171641,0.49000000000000005,1
00202420_08,02024,4,1,0.4064386499781784,0.49000000000000005,0
00202424_01,02024,4,1,0.23573338525225382,0.49000000000000005,0
00202424_03,02024,1,1,0.45572382242546705,0.49000000000000005,0
00202424_04,02024,2,1,0.5833243268856642,0.49000000000000005,1
00202426_00,02024,4,1,0.3834919325311575,0.49000000000000005,0
00202426_02,02024,2,1,0.5295905339577716,0.49000000000000005,1
00202426_03,02024,4,1,0.47260615036691317,0.49000000000000005,0
00202426_04,02024,4,1,0.32644360512531356,0.49000000000000005,0
00202426_05,02024,1,1,0.45139084303369276,0.49000000000000005,0
00202426_06,02024,4,1,0.1357101110741078,0.49000000000000005,0
00202426_07,02024,1,1,0.46448399134272084,0.49000000000000005,0
00202426_08,02024,3,1,0.9797941493146523,0.49000000000000005,1
00202426_09,02024,3,1,0.33994616387818727,0.49000000000000005,0
00202426_10,02024,4,1,0.5279144858666451,0.49000000000000005,1
00202428_00,02024,4,1,0.4022690158149545,0.49000000000000005,0
00202428_01,02024,2,1,0.38136190733371406,0.49000000000000005,0
00202428_02,02024,4,1,0.3340660663307933,0.49000000000000005,0
00202428_03,02024,2,1,0.4896554498151526,0.49000000000000005,0
00202428_04,02024,3,1,0.501349147515591,0.49000000000000005,1
00202428_05,02024,4,1,0.2910719074090638,0.49000000000000005,0
00202428_07,02024,3,1,0.6821137040347129,0.49000000000000005,1
00202429_02,02024,4,1,0.24417177172799287,0.49000000000000005,0
00202429_03,02024,3,1,0.31312634695942376,0.49000000000000005,0
00202429_04,02024,1,1,0.4743475592115054,0.49000000000000005,0
00202429_05,02024,1,1,0.4726858265809341,0.49000000000000005,0
00202429_07,02024,2,1,0.48782889793613876,0.49000000000000005,0
00202429_08,02024,3,1,0.44676675525363224,0.49000000000000005,0
00202429_10,02024,4,1,0.40706303762631674,0.49000000000000005,0
00202801_01,02028,2,1,0.44949033238488495,0.6100000000000001,0
00202801_03,02028,4,0,0.5812089237324877,0.6100000000000001,0
00202801_05,02028,1,1,0.44745128617992996,0.6100000000000001,0
00202801_06,02028,2,1,0.0621329305960078,0.6100000000000001,0
00202801_07,02028,4,1,0.10055163695061653,0.6100000000000001,0
00202801_09,02028,1,0,0.9189193697852834,0.6100000000000001,1
00202801_10,02028,2,1,0.409454561110139,0.6100000000000001,0
00202807_02,02028,4,0,0.43472370911800234,0.6100000000000001,0
00202807_03,02028,2,0,0.42784898279688394,0.6100000000000001,0
00202807_04,02028,4,0,0.5841391499054595,0.6100000000000001,0
00202807_05,02028,4,0,0.6466158705463201,0.6100000000000001,1
00202807_06,02028,1,1,0.4139029472361178,0.6100000000000001,0
00202807_07,02028,1,0,0.9999999993045796,0.6100000000000001,1
00202808_00,02028,2,1,0.72055780951224,0.6100000000000001,1
00202808_02,02028,4,1,0.5774456173386571,0.6100000000000001,0
00202808_04,02028,3,0,0.7546609715035043,0.6100000000000001,1
00202808_05,02028,4,1,0.5064980270985533,0.6100000000000001,0
00202808_07,02028,2,1,0.20277644778372036,0.6100000000000001,0
00202809_03,02028,1,1,0.5536874250734475,0.6100000000000001,0
00202809_10,02028,4,1,0.881556629994495,0.6100000000000001,1
00202809_11,02028,4,1,0.44702166500114354,0.6100000000000001,0
00202811_01,02028,1,1,0.7384955918460875,0.6100000000000001,1
00202811_06,02028,2,0,0.6224296038835821,0.6100000000000001,1
00202811_07,02028,4,1,0.2861817722977877,0.6100000000000001,0
00202811_08,02028,3,1,0.12270150772837135,0.6100000000000001,0
00202811_10,02028,2,0,0.43028055580004165,0.6100000000000001,0
00202811_11,02028,4,0,0.7761158898611996,0.6100000000000001,1
00202813_02,02028,4,0,0.5113109504209832,0.6100000000000001,0
00202813_03,02028,4,0,0.46258709490075367,0.6100000000000001,0
00202813_06,02028,1,1,0.6788184926081546,0.6100000000000001,1
00202813_08,02028,2,0,0.8468722229580686,0.6100000000000001,1
00202813_09,02028,4,0,0.5396587085235316,0.6100000000000001,0
00202813_10,02028,4,1,0.20552173752284403,0.6100000000000001,0
00202818_01,02028,4,1,0.6517967080922169,0.6100000000000001,1
00202818_02,02028,1,1,0.39300765373973334,0.6100000000000001,0
00202818_03,02028,1,1,0.48340805620250404,0.6100000000000001,0
00202818_04,02028,2,1,0.7432749945587346,0.6100000000000001,1
00202818_06,02028,1,1,0.2619533132773196,0.6100000000000001,0
00202818_08,02028,1,1,0.47448210047205786,0.6100000000000001,0
00202818_10,02028,2,1,0.48501120696131095,0.6100000000000001,0
00202820_00,02028,4,1,0.2805958529549582,0.6100000000000001,0
00202820_03,02028,1,1,0.46319071311954163,0.6100000000000001,0
00202820_05,02028,4,1,0.37724150243405663,0.6100000000000001,0
00202820_06,02028,2,0,0.579828768516138,0.6100000000000001,0
00202820_08,02028,4,1,0.2516316975700195,0.6100000000000001,0
00202824_01,02028,4,0,2.3527134621860365e-09,0.6100000000000001,0
00202824_03,02028,1,1,0.42633107953941274,0.6100000000000001,0
00202824_04,02028,2,1,0.5353745026547144,0.6100000000000001,0
00202826_00,02028,4,1,0.37459671769575964,0.6100000000000001,0
00202826_02,02028,2,1,0.978697781795609,0.6100000000000001,1
00202826_03,02028,4,0,0.4232746432284328,0.6100000000000001,0
00202826_04,02028,4,1,0.013048866827790157,0.6100000000000001,0
00202826_05,02028,1,1,0.37445480095681793,0.6100000000000001,0
00202826_06,02028,4,1,0.4889766272802481,0.6100000000000001,0
00202826_07,02028,1,1,0.4145148314191612,0.6100000000000001,0
00202826_08,02028,3,1,0.5676421948057497,0.6100000000000001,0
00202826_09,02028,3,1,0.2893744739920146,0.6100000000000001,0
00202826_10,02028,4,1,0.7615457801758468,0.6100000000000001,1
00202828_00,02028,4,1,0.3825017409391461,0.6100000000000001,0
00202828_01,02028,2,1,0.8494378575125683,0.6100000000000001,1
00202828_02,02028,4,0,0.4735774798179904,0.6100000000000001,0
00202828_03,02028,2,1,0.6221211660087105,0.6100000000000001,1
00202828_04,02028,3,1,0.19634691138294835,0.6100000000000001,0
00202828_05,02028,4,1,0.09068465878251744,0.6100000000000001,0
00202828_07,02028,3,1,0.34970541918484266,0.6100000000000001,0
00202829_02,02028,4,1,0.657519532657219,0.6100000000000001,1
00202829_03,02028,3,1,0.4280927402334384,0.6100000000000001,0
00202829_04,02028,1,1,0.11927936357233637,0.6100000000000001,0
00202829_05,02028,1,1,0.48188670892386787,0.6100000000000001,0
00202829_07,02028,2,0,0.07985887654037405,0.6100000000000001,0
00202829_08,02028,3,1,0.1736999861871672,0.6100000000000001,0
00202829_10,02028,4,1,0.5845057439287803,0.6100000000000001,0
00202901_01,02029,2,1,0.45403768735955125,0.49000000000000005,0
00202901_03,02029,4,1,0.4670262811803615,0.49000000000000005,0
00202901_05,02029,1,1,0.49343231914588914,0.49000000000000005,1
00202901_06,02029,2,1,0.32742892017759906,0.49000000000000005,0
00202901_07,02029,4,1,0.4495151256905088,0.49000000000000005,0
00202901_09,02029,1,0,0.4282759722743376,0.49000000000000005,0
00202901_10,02029,2,1,0.4599874569329246,0.49000000000000005,0
00202907_02,02029,4,1,0.4302643929208392,0.49000000000000005,0
00202907_03,02029,2,1,0.4809492422865897,0.49000000000000005,0
00202907_04,02029,4,1,0.4510609604140814,0.49000000000000005,0
00202907_05,02029,4,1,0.43931050167586466,0.49000000000000005,0
00202907_06,02029,1,1,0.4763906430369948,0.49000000000000005,0
00202907_07,02029,1,1,0.4390872510659798,0.49000000000000005,0
00202908_00,02029,2,1,0.4901590706509196,0.49000000000000005,1
00202908_02,02029,4,1,0.5236358039418816,0.49000000000000005,1
00202908_04,02029,3,1,0.48455462558323764,0.49000000000000005,0
