token_id,speaker_id,human_correct,produced_tone_proxy,predicted_tone,probability_T1,probability_T2,probability_T3,probability_T4
00200720_15,02007,1,T2,T4,3.684284771161371e-05,4.3186006013299206e-11,0.014182223345074395,0.9857809337640281
00200914_00,02009,1,T3,T2,0.16020642502874094,0.4059508842445586,0.3333423334952585,0.1005003572314421
00200914_01,02009,1,T1,T3,0.17688463884621622,0.2899438030177444,0.4168399873999268,0.11633157073611261
00200914_03,02009,1,T2,T3,0.08016072923496198,0.4296230151255777,0.4313120469497436,0.05890420868971656
00200914_04,02009,1,T4,T3,0.15039206623903392,0.238311127538912,0.43671312496169623,0.17458368126035784
00200914_06,02009,1,T4,T1,0.6051077491040756,0.05565027321468039,0.010397352196847917,0.3288446254843961
00200914_07,02009,1,T1,T1,0.7123179722718334,0.05116626830064082,0.011950108162701001,0.22456565126482486
00200914_08,02009,1,T1,T3,0.11821198214680213,0.2786524468238026,0.4607108845712459,0.14242468645814943
00200917_01,02009,1,T4,T1,0.40375960178137205,0.2658659023998453,0.05196606625485918,0.2784084295639234
00200917_03,02009,1,T2,T4,0.16136309726344425,0.24994230463817746,0.23730029431596028,0.351394303782418
00200920_00,02009,1,T3,T3,0.21462343562420602,0.06939724543336917,0.400696702565225,0.31528261637719973
00200920_01,02009,1,T1,T3,0.12771165957003522,0.40854525972562,0.41995924369918514,0.04378383700515957
00200920_03,02009,1,T1,T3,0.19496831287605276,0.17441007539061207,0.4270627638169422,0.2035588479163931
00200920_05,02009,1,T3,T2,0.16312611137266084,0.4386798723731439,0.2901985084911122,0.10799550776308309
00200920_06,02009,1,T1,T4,4.359838387342227e-06,0.0010089477062811822,3.521498849660704e-06,0.9989831709564818
00200920_08,02009,1,T3,T2,0.14720375948961387,0.6356152930408865,0.19345930706636927,0.023721640403130337
00200920_13,02009,1,T1,T2,0.3410053549779568,0.3441889179826527,0.21357048110047577,0.1012352459389148
00200920_15,02009,1,T2,T3,0.04238579157022151,0.006020665681343154,0.9450178905971063,0.006575652151328999
00201014_00,02010,1,T3,T2,7.478973135005969e-10,0.9999802518213545,1.9562611231799495e-05,1.8481951619869307e-07
00201014_01,02010,1,T1,T1,0.42914251261624264,0.1605887007199917,0.13175321518002117,0.2785155714837445
00201014_03,02010,1,T2,T1,0.32651729749246,0.23646946550787198,0.22368589504383907,0.2133273419558289
00201014_04,02010,1,T4,T2,0.24499358953582198,0.36739896851017656,0.2726336245786266,0.11497381737537488
00201014_06,02010,1,T4,T2,0.3221194535432506,0.3556489881218637,0.20053297038748016,0.12169858794740551
00201014_07,02010,1,T1,T1,0.4565647237782481,0.13620755657196898,0.07144097859272087,0.335786741057062
00201017_01,02010,1,T4,T4,0.3981987909351793,0.10664365139259287,0.04722775870262764,0.4479297989696002
00201017_03,02010,1,T2,T3,0.00213971956609958,0.055184441162506793,0.9408685956352867,0.0018072436361069699
00201020_00,02010,1,T3,T3,0.11605251653096953,0.13890394352323043,0.5779135662697356,0.16712997367606447
00201020_01,02010,1,T1,T4,0.30657227188089914,0.16901339078786626,0.14067553055883278,0.3837388067724018
00201020_03,02010,1,T1,T4,0.2854456400217945,0.07052248449123315,0.11702253273895745,0.5270093427480149
00201020_05,02010,1,T3,T2,1.4501389920688493e-12,0.9999999999484521,4.48014924138274e-11,5.296121842944616e-12
00201020_06,02010,1,T1,T1,0.5973104818554769,0.12713960509290614,0.020686201886080526,0.2548637111655366
00201020_08,02010,1,T3,T2,0.260266161298298,0.31437692799272643,0.3116388853175607,0.1137180253914149
00201020_13,02010,1,T1,T4,0.31383085046706005,0.05703418696268117,0.0708190258544476,0.5583159367158111
00201020_15,02010,1,T2,T2,0.09193353290039188,0.7400853501738746,0.14735138106641096,0.020629735859322627
00201114_00,02011,1,T3,T3,0.16171193525362343,0.35921605974715226,0.38258427644239446,0.09648772855682987
00201114_01,02011,1,T1,T2,0.28675896549744373,0.38264903563603786,0.2364302391327195,0.09416175973379888
00201114_03,02011,1,T2,T2,0.1336487076320828,0.40375634056528553,0.39806335100762397,0.06453160079500778
00201114_04,02011,1,T4,T1,0.35293718645892147,0.20674789831475512,0.13178517055156086,0.3085297446747626
00201114_06,02011,1,T4,T4,0.19390094657414178,0.2800864471389765,0.21005271207767007,0.31595989420921167
00201114_07,02011,1,T1,T2,0.19834295125005147,0.332743791233576,0.3146944380535129,0.15421881946285967
00201114_08,02011,1,T1,T1,0.39376049963830917,0.3356090337816333,0.05598890352831251,0.2146415630517449
00201117_03,02011,1,T2,T2,0.07488306966301858,0.46211170158851633,0.4299904086344537,0.0330148201140115
00201120_00,02011,1,T3,T1,0.3639966525106884,0.1842989482653236,0.2084120952583549,0.24329230396563314
00201120_01,02011,1,T1,T1,0.28170300947861115,0.2700413144352353,0.17584660336840413,0.27240907271774933
00201120_03,02011,1,T1,T4,0.18416827753772264,0.1452089797783223,0.2199679834817661,0.45065475920218895
00201120_05,02011,1,T3,T1,0.2833983151560704,0.26822968341202785,0.23452703746883524,0.2138449639630666
00201120_06,02011,1,T1,T3,0.15553824824475182,0.14514988524242903,0.6200720966674826,0.07923976984533648
00201120_08,02011,1,T3,T4,3.989634117779589e-08,0.2700550726516293,0.0004992343062427754,0.7294456531457868
00201120_13,02011,1,T1,T4,0.3699643585606499,0.09035087455907716,0.11949366169680505,0.4201911051834678
00201120_15,02011,1,T2,T3,0.004357943927478334,0.02168403437317514,0.9738755579676651,8.24637316814082e-05
00201214_00,02012,1,T3,T2,0.21100797029079457,0.35909747469111253,0.2943279436557516,0.1355666113623413
00201214_01,02012,1,T1,T1,0.36255446916276124,0.35554260896895956,0.13515343235934943,0.14674948950892977
00201214_03,02012,1,T2,T4,0.27853290678421394,0.12165649942025054,0.1449738145375424,0.4548367792579931
00201214_04,02012,1,T4,T2,0.2511021236238982,0.26939643463912977,0.2316231074885937,0.24787833424837827
00201214_06,02012,1,T4,T1,0.48403379113382233,0.18484556436906976,0.06321607123001728,0.2679045732670907
00201214_07,02012,1,T1,T4,0.2779758117333163,0.1193827978216022,0.11149751849354712,0.49114387195153436
00201214_08,02012,1,T1,T4,0.3634173517127014,0.13255104782947008,0.1006175605520112,0.4034140399058175
00201217_01,02012,1,T4,T1,0.5203807368297182,0.1805843662313812,0.044017819879102055,0.2550170770597986
00201217_03,02012,1,T2,T2,0.0777749592363238,0.46025303160961045,0.4346837486745109,0.027288260479554884
00201220_00,02012,1,T3,T4,0.1521443858556185,0.12482312549383444,0.29553764168610197,0.42749484696444495
00201220_01,02012,1,T1,T1,0.4113031727259521,0.27127326121075795,0.11825705461431926,0.19916651144897063
00201220_03,02012,1,T1,T4,0.3129475285756043,0.10280619986920364,0.1586057203750499,0.4256405511801422
00201220_05,02012,1,T3,T2,0.14430364065694393,0.46374383015751186,0.28530239700770976,0.1066501321778345
00201220_06,02012,1,T1,T1,0.44523494136359343,0.1923092582267165,0.07980930158699891,0.28264649882269105
00201220_08,02012,1,T3,T3,9.675935029742891e-08,5.947680859020809e-08,0.8877552845829282,0.11224455918091283
00201220_13,02012,1,T1,T4,0.3924708100894493,0.0874906921977021,0.11557526331097803,0.4044632344018705
00201220_15,02012,1,T2,T2,0.04965296244578788,0.757913708138749,0.18575239236908447,0.006680937046378586
00201314_00,02013,1,T3,T2,0.20476467192536202,0.33712762527298135,0.28230728320430126,0.17580041959735548
00201314_03,02013,1,T2,T1,0.3191000861444011,0.2156547154900248,0.195489905107096,0.2697552932584781
00201314_04,02013,1,T4,T1,0.4560307633040646,0.14807963563561238,0.13021169293210558,0.26567790812821745
00201314_06,02013,1,T4,T2,0.3117786596627416,0.3695648633445537,0.1397981359414714,0.17885834105123333
00201314_07,02013,1,T1,T4,0.3780532491404893,0.10619542146696186,0.08563766618400662,0.4301136632085422
00201317_01,02013,1,T4,T4,0.3898382212936697,0.08720597083182909,0.038690469525346556,0.4842653383491547
00201317_03,02013,1,T2,T1,0.5760897637746534,0.19580060200526989,0.17102073588141428,0.057088898338662354
00201320_00,02013,1,T3,T1,0.36573104202233164,0.12355736773459916,0.15884563762840936,0.3518659526146598
00201320_08,02013,1,T3,T3,0.029689574403092747,0.22740290474945657,0.7410926558547628,0.001814864992687878
00201320_15,02013,1,T2,T2,0.09020096415752638,0.8216968700260641,0.07926809189447319,0.008834073921936343
00201614_00,02016,1,T3,T1,0.4111901162872731,0.1297761261906436,0.09024330027564308,0.36879045724644005
00201614_01,02016,1,T1,T1,0.5265771816100207,0.18781959247921987,0.08917447403810774,0.1964287518726518
00201614_03,02016,1,T2,T2,0.20415396576380432,0.3691685924578868,0.32440140547462015,0.10227603630368858
00201614_04,02016,1,T4,T4,0.43199552214875897,0.06612994337737879,0.044691053975348574,0.4571834804985137
00201614_06,02016,1,T4,T4,0.36843669593935063,0.08636624929173366,0.056861731670794995,0.4883353230981207
00201614_07,02016,1,T1,T4,0.4101529430516823,0.07364380421279224,0.057568726152109236,0.458634526583416
00201617_01,02016,1,T4,T1,0.5600600232144752,0.046732819698497456,0.012810242530211706,0.3803969145568157
00201617_03,02016,1,T2,T2,0.21567761913109373,0.3775582012461731,0.3510918618370299,0.055672317785703355
00201620_00,02016,1,T3,T4,0.370207372714959,0.08607894763378168,0.08664764968379618,0.4570660299674632
00201620_01,02016,1,T1,T2,0.25403330207407976,0.42717056439610496,0.2239215206436802,0.09487461288613507
00201620_03,02016,1,T1,T4,0.44386231995074754,0.05437764513864604,0.053631683249383125,0.44812835166122345
00201620_05,02016,1,T3,T1,0.3800566647043107,0.2003910226574733,0.1654895335293737,0.2540627791088423
00201620_08,02016,1,T3,T2,0.17799226822688383,0.5482584013849874,0.2621708949242779,0.011578435463850864
00201620_13,02016,1,T1,T4,0.44261847918990777,0.055388116807156225,0.049450022399199024,0.45254338160373686
00201620_15,02016,1,T2,T2,6.442393206382384e-07,0.9907814101966103,0.009217944428595639,1.1354734487707158e-09
00201814_03,02018,1,T2,T2,0.38379569619229614,0.43414199927206076,0.15857021751550698,0.02349208702013595
00201814_04,02018,1,T4,T4,0.39229566398382,0.10309059374665165,0.05742616400315376,0.44718757826637473
00201814_06,02018,1,T4,T4,0.3153078165075681,0.15170885289566885,0.07603016340347526,0.45695316719328777
00201814_07,02018,1,T1,T1,0.47685843856854204,0.1348211303448105,0.06582289031594123,0.3224975407707062
00201814_08,02018,1,T1,T4,0.2888824988791479,0.10308092257249617,0.1226956684615538,0.4853409100868022
00201817_03,02018,1,T2,T2,0.2522565727664696,0.41937975415514306,0.2041632383645514,0.12420043471383597
00201820_00,02018,1,T3,T4,0.2574498341543486,0.15110211088440006,0.2051871142701184,0.38626094069113287
00201820_01,02018,1,T1,T1,0.47009932844877134,0.20780666474770118,0.12397268257098405,0.19812132423254336
00201820_08,02018,1,T3,T3,0.12250640353775961,0.16920244888103197,0.4452311349677224,0.263060012613486
00201820_13,02018,1,T1,T4,0.3396733424974229,0.10239448062313906,0.1268574328985487,0.43107474398088935
00201820_15,02018,1,T2,T2,0.27489208980685664,0.49229223420316537,0.14057787708477076,0.09223779890520727
00201914_03,02019,1,T2,T1,0.3622761068331613,0.1375555484583695,0.15913375581689107,0.34103458889157806
00201914_04,02019,1,T4,T3,0.1673072410522059,0.16577278870390255,0.39962026352430097,0.26729970671959047
00201914_06,02019,1,T4,T2,0.2100313820003164,0.416387712803614,0.21754712526665487,0.15603377992941472
00201914_07,02019,1,T1,T1,0.3234862393821886,0.2701170287828415,0.10772639078893737,0.2986703410460327
00201914_08,02019,1,T1,T4,0.04917583496034521,0.12756560577475637,0.1305211074738798,0.6927374517910186
00201917_01,02019,1,T4,T1,0.44787277589330904,0.19684035708542522,0.07196056957276845,0.28332629744849736
00201920_01,02019,1,T1,T3,0.08046834325555764,0.32346199654723784,0.5263602333523658,0.06970942684483873
00201920_03,02019,1,T1,T3,0.23786057777102118,0.2312471307831996,0.41497138810951084,0.11592090333626841
00201920_05,02019,1,T3,T2,0.15269231580639292,0.5934670620858248,0.2010237689241323,0.052816853183649905
00201920_08,02019,1,T3,T2,0.29430558188529127,0.4386018778729571,0.14698416616959423,0.1201083740721572
00201920_13,02019,1,T1,T3,0.3029612305298317,0.247237746543495,0.3483325931372556,0.10146842978941766
00202014_00,02020,1,T3,T1,0.32460783762099865,0.2572565424646087,0.16102789355982386,0.25710772635456874
00202014_01,02020,1,T1,T4,0.32662408413626176,0.11550929195078843,0.10044452018315321,0.45742210372979647
00202014_03,02020,1,T2,T1,0.35422427797614553,0.2713664336063731,0.18784745359112745,0.186561834826354
00202014_04,02020,1,T4,T4,0.24670115219950034,0.13509119110547893,0.15819481425938464,0.4600128424356361
00202014_06,02020,1,T4,T4,0.4178996382188017,0.04253743761189592,0.0320300569612351,0.5075328672080671
00202014_07,02020,1,T1,T1,0.4371665333782748,0.14759103744764726,0.09639834155467025,0.3188440876194077
00202014_08,02020,1,T1,T4,0.1467104471654722,0.3070743694044059,0.20133916329613485,0.3448760201339871
00202017_01,02020,1,T4,T4,0.32362129525120154,0.08743956314198303,0.03249711875563433,0.556442022851181
00202017_03,02020,1,T2,T3,0.058246111157558664,0.2901616243066136,0.44274992470995717,0.2088423398258707
00202020_00,02020,1,T3,T4,0.34331993364404734,0.12999524532085227,0.1524692284275576,0.37421559260754267
00202020_01,02020,1,T1,T1,0.41040701357982035,0.26742017582130395,0.1541764166723113,0.16799639392656449
00202020_05,02020,1,T3,T1,0.3856756913930998,0.24686419370525628,0.16850963434208444,0.19895048055955955
00202020_06,02020,1,T1,T1,0.4075475719939211,0.13872261372304437,0.12599528205571145,0.32773453222732307
00202020_08,02020,1,T3,T2,0.20885091359806002,0.3455986443562283,0.2379225746061761,0.20762786743953549
00202020_13,02020,1,T1,T4,0.4245172595100134,0.06359766190862005,0.06793423476177506,0.44395084381959155
00202020_15,02020,1,T2,T2,0.31936340741020197,0.437563151722005,0.13371750767362,0.10935593319417296
00202114_00,02021,1,T3,T2,0.20023714537326456,0.3918649433408864,0.26433160414880447,0.14356630713704474
00202114_01,02021,1,T1,T2,0.28542067277227917,0.357728218404549,0.2687685105368859,0.088082598286286
00202114_04,02021,1,T4,T3,0.2889817403583856,0.21586529349690134,0.2898144271964792,0.20533853894823387
00202114_06,02021,1,T4,T1,0.34622672995894727,0.27151008995658477,0.1657854160512395,0.21647776403322846
00202117_01,02021,1,T4,T1,0.4003894166248566,0.21268754022688832,0.0884524507932756,0.29847059235497947
00202120_00,02021,1,T3,T3,0.11314934914061675,0.2237044493759501,0.5905752710920985,0.07257093039133466
00202120_01,02021,1,T1,T1,0.30984201764614344,0.2887768500656155,0.28354090584172076,0.11784022644652027
00202120_03,02021,1,T1,T1,0.3042921124904649,0.15273565332991432,0.2772352754113157,0.26573695876830505
00202120_05,02021,1,T3,T2,0.04190626789168344,0.4728735242916216,0.47127960472921704,0.013940603087478092
00202120_15,02021,1,T2,T2,0.003174984031842152,0.7642741444026072,0.23238372284260253,0.0001671487229481498
00202214_00,02022,1,T3,T2,0.09031781334644935,0.8204321879701104,0.08245151484788424,0.006798483835555837
00202214_01,02022,1,T1,T3,6.226687139092613e-08,0.005004082275526313,0.9948328309017088,0.00016302455589336671
00202214_03,02022,1,T2,T2,0.1174147288556062,0.4989603290467962,0.36361079732814294,0.020014144769454623
00202214_04,02022,1,T4,T2,0.3549637710616658,0.37296193666119454,0.1271706559988976,0.144903636278242
00202214_06,02022,1,T4,T3,0.009293670822959843,0.00041887379638993257,0.9825841177840305,0.007703337596619627
00202214_07,02022,1,T1,T3,0.0008235558743963802,0.005607513866371808,0.9899019361381334,0.00366699412109844
00202214_08,02022,1,T1,T2,0.23400036594041015,0.377840920818553,0.25749127350331735,0.1306674397377194
00202217_01,02022,1,T4,T1,0.35135410800899153,0.32851146848180496,0.10566341593765184,0.21447100757155182
00202217_03,02022,1,T2,T2,0.1230096639025143,0.6275658577273813,0.23519117208350016,0.014233306286604247
00202220_00,02022,1,T3,T3,0.13974365657986204,0.27484856190068646,0.4649039728892954,0.12050380863015613
00202220_01,02022,1,T1,T2,0.15908496058563137,0.5846442405567736,0.22007716201859737,0.036193636838997616
00202220_03,02022,1,T1,T3,0.24147533001230156,0.19344897003071293,0.36023922072195774,0.2048364792350278
00202220_05,02022,1,T3,T2,0.2969509842511688,0.5198080987783817,0.12111839585105068,0.06212252111939876
00202220_06,02022,1,T1,T2,0.20932282111814385,0.49330963101625286,0.2164840179310935,0.08088352993450983
00202220_08,02022,1,T3,T3,0.11174588636428998,0.3033688534463791,0.5204396865065373,0.0644455736827936
00202220_13,02022,1,T1,T3,0.11361163423761765,0.20553098923301472,0.523028548617857,0.15782882791151068
00202220_15,02022,1,T2,T2,2.9090957044360835e-05,0.9110895896612219,0.057713207334880806,0.031168112046852863
00202401_01,02024,1,T2,T4,0.11506565015732652,0.10915255574907386,0.2661297629715122,0.5096520311220875
00202401_03,02024,1,T4,T4,0.3512644283585063,0.062329651931507336,0.07535702426686405,0.5110488954431223
00202401_05,02024,1,T1,T1,0.4126430012649035,0.18601392536769074,0.07396628202609534,0.32737679134131054
00202401_06,02024,1,T2,T3,0.12866138118485343,0.20732586718539783,0.4583695653164756,0.20564318631327314
00202401_07,02024,1,T4,T4,0.11037985894579724,0.0897788294345913,0.14928429156514075,0.6505570200544707
00202401_09,02024,1,T1,T1,0.43723957522568724,0.371482493980915,0.05110738145373142,0.14017054933966647
00202401_10,02024,1,T2,T3,0.2402486954372325,0.24392306225241037,0.2586940202442586,0.25713422206609854
00202407_02,02024,1,T4,T4,0.23223956958842534,0.05598097246584215,0.07135087092538901,0.6404285870203436
00202407_03,02024,1,T2,T1,0.3899931776449684,0.2965424517926914,0.06953667367164924,0.24392769689069085
00202407_04,02024,1,T4,T4,0.2733605904272247,0.14289908958085268,0.1815158328771614,0.40222448711476116
00202407_05,02024,1,T4,T4,0.27842989654261635,0.08789576265254327,0.04549913489924208,0.5881752059055985
00202407_06,02024,1,T1,T1,0.5225344088973909,0.21102139527646235,0.0298319733351196,0.2366122224910272
00202407_07,02024,1,T1,T1,0.3943485756668265,0.33507972769137784,0.10234473949787545,0.16822695714392025
00202408_00,02024,1,T2,T1,0.3502442328415212,0.19981559441257155,0.22678833413268135,0.2231518386132259
00202408_02,02024,1,T4,T4,0.11283162401926707,0.14100535354346957,0.16187858671088,0.5842844357263833
00202408_04,02024,1,T3,T1,0.6810093143331675,0.09435720869711302,0.020671076676577468,0.20396240029314203
00202408_05,02024,1,T4,T4,0.12915388800896452,0.08514293637205776,0.16956578381432974,0.616137391804648
00202408_07,02024,1,T2,T3,0.17196500526996064,0.19051070803479495,0.41539028497451885,0.22213400172072548
00202409_03,02024,1,T1,T1,0.46427118433355996,0.13302494938947365,0.1321437501755928,0.2705601161013735
00202409_10,02024,1,T4,T4,0.08840216379530412,0.07280804009750921,0.18027240275752365,0.6585173933496631
00202409_11,02024,1,T4,T4,0.18415522625938782,0.245825679332212,0.23498654277308548,0.33503255163531465
00202411_01,02024,1,T1,T4,0.30192842680614096,0.05847616437509433,0.08073147239759083,0.5588639364211738
00202411_06,02024,1,T2,T2,0.3042376116433715,0.46240977465675537,0.14762838940143272,0.08572422429844044
00202411_07,02024,1,T4,T4,0.10749268010792336,0.09078831853629718,0.07104028743689193,0.7306787139188875
00202411_08,02024,1,T3,T2,0.05090509470675252,0.3448488119710712,0.34342140635187013,0.2608246869703061
00202411_10,02024,1,T2,T4,0.18070372031145784,0.33020054648068164,0.14496876922870097,0.3441269639791595
00202411_11,02024,1,T4,T4,0.020036139826260162,0.023863041893421047,0.12697603566412058,0.8291247826161982
00202413_02,02024,1,T4,T4,0.38954985489767746,0.06199321755270623,0.06386971986787673,0.48458720768173963
00202413_03,02024,1,T4,T4,0.401865662773674,0.06378919023326936,0.07591968827924829,0.4584254587138085
00202413_06,02024,1,T1,T4,0.24162599989155104,0.08645625500673655,0.14494493087295712,0.5269728142287553
00202413_08,02024,1,T2,T3,0.19040594919178724,0.27858435206629434,0.34890498064991077,0.1821047180920077
00202413_09,02024,1,T4,T4,0.2030869724373575,0.07002599231218763,0.10829070559562866,0.6185963296548262
00202413_10,02024,1,T4,T4,0.011106577978522627,0.024597908169233792,0.16740259460607018,0.7968929192461733
00202418_01,02024,1,T4,T4,0.3332784150326703,0.08312373232904292,0.06873957113285592,0.5148582815054309
00202418_02,02024,1,T1,T1,0.6408895525471187,0.12642081217060716,0.014735520374246067,0.2179541149080281
00202418_03,02024,1,T1,T4,0.39865804812766237,0.07390680226171083,0.0857405962454115,0.4416945533652153
00202418_04,02024,1,T2,T2,0.30759895406862753,0.33108976711473936,0.19240696204370175,0.16890431677293138
00202418_06,02024,1,T1,T1,0.47182218372168033,0.25531362376806094,0.07816514588728832,0.19469904662297052
00202418_08,02024,1,T1,T1,0.44390427017189493,0.1523057501275439,0.08360041376634797,0.3201895659342131
00202418_10,02024,1,T2,T4,0.27302462725033266,0.26916827541082605,0.1191613967162839,0.33864570062255733
