alignment_status,alignment_success,dataset,end_seconds,expected_tone,human_usable_boundary,sample_id,speaker_id,split,start_seconds,tone_correctness,utterance_id
ok,True,OMPAL,1.6296,T4,,00200717_01,02007,train,1.4888,True,00200717
ok,True,OMPAL,2.4142,T2,,00200717_03,02007,train,2.0923,True,00200717
ok,True,OMPAL,0.6614,T3,,00200720_00,02007,train,0.5211,True,00200720
ok,True,OMPAL,1.1224,T1,,00200720_01,02007,train,0.8217,True,00200720
ok,True,OMPAL,2.0043,T1,,00200720_03,02007,train,1.9241,False,00200720
ok,True,OMPAL,3.1266,T3,,00200720_05,02007,train,2.8661,True,00200720
ok,True,OMPAL,3.4273,T1,,00200720_06,02007,train,3.287,True,00200720
ok,True,OMPAL,5.5919,T3,,00200720_08,02007,train,5.2912,True,00200720
ok,True,OMPAL,8.6584,T1,,00200720_13,02007,train,8.5782,True,00200720
ok,True,OMPAL,9.7006,T2,,00200720_15,02007,train,9.2196,True,00200720
ok,True,OMPAL,0.7232,T3,,00200814_00,02008,test,0.4621,False,00200814
ok,True,OMPAL,1.3259,T1,,00200814_01,02008,test,0.8839,True,00200814
ok,True,OMPAL,2.2902,T2,,00200814_03,02008,test,2.029,True,00200814
ok,True,OMPAL,2.5312,T4,,00200814_04,02008,test,2.3705,True,00200814
ok,True,OMPAL,3.4152,T4,,00200814_06,02008,test,3.2746,True,00200814
ok,True,OMPAL,3.8371,T1,,00200814_07,02008,test,3.6763,False,00200814
ok,True,OMPAL,4.1585,T1,,00200814_08,02008,test,4.0179,True,00200814
ok,True,OMPAL,1.1055,T4,,00200817_01,02008,test,0.9447,True,00200817
ok,True,OMPAL,2.8141,T2,,00200817_03,02008,test,2.4121,False,00200817
ok,True,OMPAL,0.7414,T3,,00200820_00,02008,test,0.6011,True,00200820
ok,True,OMPAL,1.3025,T1,,00200820_01,02008,test,0.9819,False,00200820
ok,True,OMPAL,2.5849,T1,,00200820_03,02008,test,2.5048,True,00200820
ok,True,OMPAL,4.0077,T3,,00200820_05,02008,test,3.647,True,00200820
ok,True,OMPAL,4.8092,T1,,00200820_06,02008,test,4.5888,True,00200820
ok,True,OMPAL,7.2939,T3,,00200820_08,02008,test,6.9132,True,00200820
ok,True,OMPAL,9.5983,T1,,00200820_13,02008,test,9.4981,True,00200820
ok,True,OMPAL,11.502,T2,,00200820_15,02008,test,10.7605,True,00200820
ok,True,OMPAL,0.6636,T3,,00200914_00,02009,train,0.4625,True,00200914
ok,True,OMPAL,0.8647,T1,,00200914_01,02009,train,0.6837,True,00200914
ok,True,OMPAL,1.2467,T2,,00200914_03,02009,train,1.0658,True,00200914
ok,True,OMPAL,1.3875,T4,,00200914_04,02009,train,1.287,True,00200914
ok,True,OMPAL,2.6141,T4,,00200914_06,02009,train,2.4935,True,00200914
ok,True,OMPAL,2.8353,T1,,00200914_07,02009,train,2.7147,True,00200914
ok,True,OMPAL,3.1168,T1,,00200914_08,02009,train,2.956,True,00200914
ok,True,OMPAL,0.9083,T4,,00200917_01,02009,train,0.7872,True,00200917
ok,True,OMPAL,1.3927,T2,,00200917_03,02009,train,1.1706,True,00200917
ok,True,OMPAL,0.4409,T3,,00200920_00,02009,train,0.3407,True,00200920
ok,True,OMPAL,0.8216,T1,,00200920_01,02009,train,0.6012,True,00200920
ok,True,OMPAL,1.1824,T1,,00200920_03,02009,train,1.1222,True,00200920
ok,True,OMPAL,1.7034,T3,,00200920_05,02009,train,1.5231,True,00200920
ok,True,OMPAL,1.8838,T1,,00200920_06,02009,train,1.7635,True,00200920
ok,True,OMPAL,3.0461,T3,,00200920_08,02009,train,2.8257,True,00200920
ok,True,OMPAL,4.6894,T1,,00200920_13,02009,train,4.6092,True,00200920
ok,True,OMPAL,5.511,T2,,00200920_15,02009,train,5.1102,True,00200920
ok,True,OMPAL,0.703,T3,,00201014_00,02010,train,0.462,True,00201014
ok,True,OMPAL,1.1248,T1,,00201014_01,02010,train,0.8637,True,00201014
ok,True,OMPAL,1.8679,T2,,00201014_03,02010,train,1.647,True,00201014
ok,True,OMPAL,2.0487,T4,,00201014_04,02010,train,1.9282,True,00201014
ok,True,OMPAL,3.4949,T4,,00201014_06,02010,train,3.3543,True,00201014
ok,True,OMPAL,4.0573,T1,,00201014_07,02010,train,3.8363,True,00201014
ok,True,OMPAL,4.459,T1,,00201014_08,02010,train,4.3385,False,00201014
ok,True,OMPAL,1.1294,T4,,00201017_01,02010,train,0.9882,True,00201017
ok,True,OMPAL,1.7546,T2,,00201017_03,02010,train,1.5126,True,00201017
ok,True,OMPAL,1.0009,T3,,00201020_00,02010,train,0.8808,True,00201020
ok,True,OMPAL,1.4012,T1,,00201020_01,02010,train,1.121,True,00201020
ok,True,OMPAL,2.5822,T1,,00201020_03,02010,train,2.5022,True,00201020
ok,True,OMPAL,4.1436,T3,,00201020_05,02010,train,3.8833,True,00201020
ok,True,OMPAL,4.5639,T1,,00201020_06,02010,train,4.3838,True,00201020
ok,True,OMPAL,5.7249,T3,,00201020_08,02010,train,5.5047,True,00201020
ok,True,OMPAL,7.6666,T1,,00201020_13,02010,train,7.5865,True,00201020
ok,True,OMPAL,8.8076,T2,,00201020_15,02010,train,8.2871,True,00201020
ok,True,OMPAL,0.8228,T3,,00201114_00,02011,train,0.582,True,00201114
ok,True,OMPAL,1.2241,T1,,00201114_01,02011,train,0.9031,True,00201114
ok,True,OMPAL,2.95,T2,,00201114_03,02011,train,2.6891,True,00201114
ok,True,OMPAL,3.2109,T4,,00201114_04,02011,train,3.0704,True,00201114
ok,True,OMPAL,4.1741,T4,,00201114_06,02011,train,4.0337,True,00201114
ok,True,OMPAL,5.1374,T1,,00201114_07,02011,train,4.9769,True,00201114
ok,True,OMPAL,5.4786,T1,,00201114_08,02011,train,5.298,True,00201114
ok,True,OMPAL,1.127,T4,,00201117_01,02011,train,0.966,False,00201117
ok,True,OMPAL,2.3346,T2,,00201117_03,02011,train,2.0327,True,00201117
ok,True,OMPAL,1.1216,T3,,00201120_00,02011,train,0.9614,True,00201120
ok,True,OMPAL,2.2432,T1,,00201120_01,02011,train,1.8226,True,00201120
ok,True,OMPAL,3.1845,T1,,00201120_03,02011,train,3.1044,True,00201120
ok,True,OMPAL,4.6065,T3,,00201120_05,02011,train,4.3061,True,00201120
ok,True,OMPAL,4.8869,T1,,00201120_06,02011,train,4.7267,True,00201120
ok,True,OMPAL,8.2317,T3,,00201120_08,02011,train,7.8912,True,00201120
ok,True,OMPAL,10.0943,T1,,00201120_13,02011,train,10.0342,True,00201120
ok,True,OMPAL,11.7567,T2,,00201120_15,02011,train,11.2159,True,00201120
ok,True,OMPAL,0.7632,T3,,00201214_00,02012,train,0.5222,True,00201214
ok,True,OMPAL,1.185,T1,,00201214_01,02012,train,0.8637,True,00201214
ok,True,OMPAL,2.0487,T2,,00201214_03,02012,train,1.7876,True,00201214
ok,True,OMPAL,2.2094,T4,,00201214_04,02012,train,2.109,True,00201214
ok,True,OMPAL,3.294,T4,,00201214_06,02012,train,3.1333,True,00201214
ok,True,OMPAL,3.7158,T1,,00201214_07,02012,train,3.5752,True,00201214
ok,True,OMPAL,4.0974,T1,,00201214_08,02012,train,3.9568,True,00201214
ok,True,OMPAL,0.8683,T4,,00201217_01,02012,train,0.7269,True,00201217
ok,True,OMPAL,1.4538,T2,,00201217_03,02012,train,1.1913,True,00201217
ok,True,OMPAL,0.561,T3,,00201220_00,02012,train,0.4608,True,00201220
ok,True,OMPAL,0.9616,T1,,00201220_01,02012,train,0.7012,True,00201220
ok,True,OMPAL,1.4825,T1,,00201220_03,02012,train,1.4024,True,00201220
ok,True,OMPAL,2.2438,T3,,00201220_05,02012,train,2.0034,True,00201220
ok,True,OMPAL,2.8048,T1,,00201220_06,02012,train,2.6244,True,00201220
ok,True,OMPAL,6.0102,T3,,00201220_08,02012,train,5.7097,True,00201220
ok,True,OMPAL,9.9368,T1,,00201220_13,02012,train,9.8567,True,00201220
ok,True,OMPAL,10.9986,T2,,00201220_15,02012,train,10.4778,True,00201220
ok,True,OMPAL,0.6242,T3,,00201314_00,02013,train,0.4228,True,00201314
ok,True,OMPAL,0.8054,T1,,00201314_01,02013,train,0.6644,False,00201314
ok,True,OMPAL,1.1275,T2,,00201314_03,02013,train,0.9463,True,00201314
ok,True,OMPAL,1.2483,T4,,00201314_04,02013,train,1.1477,True,00201314
ok,True,OMPAL,1.7718,T4,,00201314_06,02013,train,1.6309,True,00201314
ok,True,OMPAL,2.3356,T1,,00201314_07,02013,train,2.1946,True,00201314
ok,True,OMPAL,2.5973,T1,,00201314_08,02013,train,2.4362,False,00201314
ok,True,OMPAL,1.3114,T4,,00201317_01,02013,train,1.2105,True,00201317
ok,True,OMPAL,1.6947,T2,,00201317_03,02013,train,1.5132,True,00201317
ok,True,OMPAL,0.8808,T3,,00201320_00,02013,train,0.8007,True,00201320
ok,True,OMPAL,1.121,T1,,00201320_01,02013,train,0.9608,False,00201320
ok,True,OMPAL,2.5022,T1,,00201320_03,02013,train,2.4221,False,00201320
ok,True,OMPAL,3.2228,T3,,00201320_05,02013,train,3.0026,False,00201320
ok,True,OMPAL,3.383,T1,,00201320_06,02013,train,3.2629,False,00201320
ok,True,OMPAL,5.3247,T3,,00201320_08,02013,train,5.0444,True,00201320
ok,True,OMPAL,6.7259,T1,,00201320_13,02013,train,6.6658,False,00201320
ok,True,OMPAL,7.5066,T2,,00201320_15,02013,train,7.1062,True,00201320
ok,True,OMPAL,0.5235,T3,,00201414_00,02014,dev,0.3221,True,00201414
ok,True,OMPAL,0.7651,T1,,00201414_01,02014,dev,0.5839,True,00201414
ok,True,OMPAL,1.1074,T2,,00201414_03,02014,dev,0.9262,True,00201414
ok,True,OMPAL,1.2886,T4,,00201414_04,02014,dev,1.1678,True,00201414
ok,True,OMPAL,2.0134,T4,,00201414_06,02014,dev,1.8725,True,00201414
ok,True,OMPAL,2.3154,T1,,00201414_07,02014,dev,2.1745,True,00201414
ok,True,OMPAL,2.6376,T1,,00201414_08,02014,dev,2.4765,True,00201414
ok,True,OMPAL,1.2496,T4,,00201417_01,02014,dev,1.1085,True,00201417
ok,True,OMPAL,1.8341,T2,,00201417_03,02014,dev,1.5721,True,00201417
ok,True,OMPAL,1.0022,T3,,00201420_00,02014,dev,0.9019,False,00201420
ok,True,OMPAL,1.2627,T1,,00201420_01,02014,dev,1.0623,False,00201420
ok,True,OMPAL,1.6836,T1,,00201420_03,02014,dev,1.6034,True,00201420
ok,True,OMPAL,2.325,T3,,00201420_05,02014,dev,2.1446,True,00201420
ok,True,OMPAL,2.5455,T1,,00201420_06,02014,dev,2.4052,True,00201420
ok,True,OMPAL,4.1489,T3,,00201420_08,02014,dev,3.9284,False,00201420
ok,True,OMPAL,5.7524,T1,,00201420_13,02014,dev,5.6922,True,00201420
ok,True,OMPAL,6.5741,T2,,00201420_15,02014,dev,6.0931,True,00201420
ok,True,OMPAL,1.5252,T3,,00201514_00,02015,test,1.2643,True,00201514
ok,True,OMPAL,1.8663,T1,,00201514_01,02015,test,1.6255,True,00201514
ok,True,OMPAL,2.4483,T2,,00201514_03,02015,test,2.2075,True,00201514
ok,True,OMPAL,2.649,T4,,00201514_04,02015,test,2.5286,True,00201514
ok,True,OMPAL,3.7327,T4,,00201514_06,02015,test,3.5922,True,00201514
ok,True,OMPAL,4.9367,T1,,00201514_07,02015,test,4.7762,True,00201514
ok,True,OMPAL,5.2779,T1,,00201514_08,02015,test,5.1173,True,00201514
ok,True,OMPAL,2.6124,T4,,00201517_01,02015,test,2.4718,True,00201517
ok,True,OMPAL,3.5167,T2,,00201517_03,02015,test,3.2756,True,00201517
ok,True,OMPAL,0.6604,T3,,00201520_00,02015,test,0.5203,True,00201520
ok,True,OMPAL,1.1206,T1,,00201520_01,02015,test,0.8405,True,00201520
ok,True,OMPAL,2.0612,T1,,00201520_03,02015,test,1.9611,True,00201520
ok,True,OMPAL,3.582,T3,,00201520_05,02015,test,3.3018,False,00201520
ok,True,OMPAL,4.9027,T1,,00201520_06,02015,test,4.1823,False,00201520
ok,True,OMPAL,6.8238,T3,,00201520_08,02015,test,6.5637,False,00201520
ok,True,OMPAL,8.7249,T1,,00201520_13,02015,test,8.6448,True,00201520
ok,True,OMPAL,9.6854,T2,,00201520_15,02015,test,9.2852,True,00201520
ok,True,OMPAL,0.8844,T3,,00201614_00,02016,train,0.7035,True,00201614
ok,True,OMPAL,1.1859,T1,,00201614_01,02016,train,0.9648,True,00201614
ok,True,OMPAL,1.7085,T2,,00201614_03,02016,train,1.5075,True,00201614
ok,True,OMPAL,1.8693,T4,,00201614_04,02016,train,1.7487,True,00201614
ok,True,OMPAL,2.9548,T4,,00201614_06,02016,train,2.8342,True,00201614
ok,True,OMPAL,3.2764,T1,,00201614_07,02016,train,3.1558,True,00201614
ok,True,OMPAL,3.5578,T1,,00201614_08,02016,train,3.4171,False,00201614
ok,True,OMPAL,0.9702,T4,,00201617_01,02016,train,0.8691,True,00201617
ok,True,OMPAL,1.4351,T2,,00201617_03,02016,train,1.2128,True,00201617
ok,True,OMPAL,0.9419,T3,,00201620_00,02016,train,0.8417,True,00201620
ok,True,OMPAL,1.3026,T1,,00201620_01,02016,train,1.0621,True,00201620
ok,True,OMPAL,1.8437,T1,,00201620_03,02016,train,1.7836,True,00201620
ok,True,OMPAL,2.4449,T3,,00201620_05,02016,train,2.2445,True,00201620
ok,True,OMPAL,2.6653,T1,,00201620_06,02016,train,2.5251,False,00201620
ok,True,OMPAL,4.489,T3,,00201620_08,02016,train,4.2084,True,00201620
ok,True,OMPAL,6.3727,T1,,00201620_13,02016,train,6.2926,True,00201620
ok,True,OMPAL,7.1142,T2,,00201620_15,02016,train,6.7936,True,00201620
ok,True,OMPAL,0.6225,T3,,00201814_00,02018,train,0.3614,False,00201814
ok,True,OMPAL,1.004,T1,,00201814_01,02018,train,0.7028,False,00201814
ok,True,OMPAL,1.988,T2,,00201814_03,02018,train,1.7269,True,00201814
ok,True,OMPAL,2.2289,T4,,00201814_04,02018,train,2.0884,True,00201814
ok,True,OMPAL,3.5542,T4,,00201814_06,02018,train,3.4137,True,00201814
ok,True,OMPAL,4.0161,T1,,00201814_07,02018,train,3.8755,True,00201814
ok,True,OMPAL,4.3173,T1,,00201814_08,02018,train,4.1767,True,00201814
ok,True,OMPAL,1.4277,T4,,00201817_01,02018,train,1.2668,False,00201817
ok,True,OMPAL,3.0163,T2,,00201817_03,02018,train,2.775,True,00201817
ok,True,OMPAL,0.6809,T3,,00201820_00,02018,train,0.5808,True,00201820
ok,True,OMPAL,1.2016,T1,,00201820_01,02018,train,0.9412,True,00201820
ok,True,OMPAL,2.303,T1,,00201820_03,02018,train,2.2029,False,00201820
ok,True,OMPAL,3.3043,T3,,00201820_05,02018,train,2.9639,False,00201820
ok,True,OMPAL,4.2856,T1,,00201820_06,02018,train,4.1054,False,00201820
ok,True,OMPAL,5.7275,T3,,00201820_08,02018,train,5.4271,True,00201820
ok,True,OMPAL,8.3509,T1,,00201820_13,02018,train,8.2708,True,00201820
ok,True,OMPAL,9.6326,T2,,00201820_15,02018,train,9.212,True,00201820
ok,True,OMPAL,1.1232,T3,,00201914_00,02019,train,0.9026,False,00201914
ok,True,OMPAL,1.4241,T1,,00201914_01,02019,train,1.1834,False,00201914
ok,True,OMPAL,2.9685,T2,,00201914_03,02019,train,2.808,True,00201914
ok,True,OMPAL,3.1089,T4,,00201914_04,02019,train,3.0086,True,00201914
ok,True,OMPAL,3.9914,T4,,00201914_06,02019,train,3.851,True,00201914
ok,True,OMPAL,4.2722,T1,,00201914_07,02019,train,4.1519,True,00201914
ok,True,OMPAL,4.553,T1,,00201914_08,02019,train,4.4126,True,00201914
ok,True,OMPAL,1.9109,T4,,00201917_01,02019,train,1.7902,True,00201917
ok,True,OMPAL,2.5948,T2,,00201917_03,02019,train,2.3937,False,00201917
ok,True,OMPAL,1.0811,T3,,00201920_00,02019,train,1.001,False,00201920
ok,True,OMPAL,1.3614,T1,,00201920_01,02019,train,1.1812,True,00201920
ok,True,OMPAL,2.3224,T1,,00201920_03,02019,train,2.2423,True,00201920
ok,True,OMPAL,3.1232,T3,,00201920_05,02019,train,2.8429,True,00201920
ok,True,OMPAL,4.0442,T1,,00201920_06,02019,train,3.864,False,00201920
ok,True,OMPAL,7.4277,T3,,00201920_08,02019,train,7.2074,True,00201920
ok,True,OMPAL,12.7131,T1,,00201920_13,02019,train,12.633,True,00201920
ok,True,OMPAL,13.4539,T2,,00201920_15,02019,train,13.1135,False,00201920
ok,True,OMPAL,0.4431,T3,,00202014_00,02020,train,0.2618,True,00202014
ok,True,OMPAL,0.6646,T1,,00202014_01,02020,train,0.5035,True,00202014
ok,True,OMPAL,1.0069,T2,,00202014_03,02020,train,0.8257,True,00202014
ok,True,OMPAL,1.1479,T4,,00202014_04,02020,train,1.0674,True,00202014
ok,True,OMPAL,1.9938,T4,,00202014_06,02020,train,1.8729,True,00202014
ok,True,OMPAL,2.2556,T1,,00202014_07,02020,train,2.1146,True,00202014
ok,True,OMPAL,2.5375,T1,,00202014_08,02020,train,2.3965,True,00202014
ok,True,OMPAL,0.6886,T4,,00202017_01,02020,train,0.5671,True,00202017
ok,True,OMPAL,1.0532,T2,,00202017_03,02020,train,0.8709,True,00202017
ok,True,OMPAL,0.4204,T3,,00202020_00,02020,train,0.3203,True,00202020
ok,True,OMPAL,0.7207,T1,,00202020_01,02020,train,0.5005,True,00202020
ok,True,OMPAL,1.2813,T1,,00202020_03,02020,train,1.2212,False,00202020
ok,True,OMPAL,2.8428,T3,,00202020_05,02020,train,2.6626,True,00202020
ok,True,OMPAL,3.023,T1,,00202020_06,02020,train,2.9029,True,00202020
ok,True,OMPAL,4.1241,T3,,00202020_08,02020,train,3.9039,True,00202020
ok,True,OMPAL,5.4054,T1,,00202020_13,02020,train,5.3453,True,00202020
ok,True,OMPAL,6.066,T2,,00202020_15,02020,train,5.7457,True,00202020
ok,True,OMPAL,0.6428,T3,,00202114_00,02021,train,0.4218,True,00202114
ok,True,OMPAL,0.9441,T1,,00202114_01,02021,train,0.7231,True,00202114
ok,True,OMPAL,1.9686,T2,,00202114_03,02021,train,1.7878,False,00202114
ok,True,OMPAL,2.1694,T4,,00202114_04,02021,train,2.0489,True,00202114
ok,True,OMPAL,3.3144,T4,,00202114_06,02021,train,3.1738,True,00202114
ok,True,OMPAL,3.7362,T1,,00202114_07,02021,train,3.6157,False,00202114
ok,True,OMPAL,4.0175,T1,,00202114_08,02021,train,3.917,False,00202114
